Temperature ,Cu Dose (mol%),Concentration (ppm),Response
200,0.73,21.02,249.17
120,0.24,21.02,187.74
200,3.8,57.76,310.59
200,0.93,81.63,285.09
280,1.98,11.84,107.52
160,1.25,100.0,278.36
120,2.26,74.29,264.91
280,0.85,15.51,81.93
160,3.72,37.55,277.69
200,2.55,92.65,327.6
120,1.21,48.57,227.84
240,1.54,90.82,196.9
120,1.86,44.9,241.25
120,0.53,70.61,220.77
200,1.13,43.06,270.86
120,3.8,28.37,248.22
120,0.81,19.18,202.36
240,0.32,100.0,169.56
120,3.84,46.73,256.94
280,0.61,11.84,73.18
240,2.06,39.39,183.02
120,3.6,77.96,275.07
240,2.79,100.0,228.29
200,2.02,68.78,304.81
160,1.98,55.92,273.64
200,1.94,100.0,318.43
120,1.17,98.16,251.45
200,2.22,24.69,286.85
280,3.11,65.1,152.72
200,0.04,44.9,241.3
200,1.62,90.82,306.63
240,3.72,100.0,224.77
160,0.81,87.14,260.61
280,0.89,11.84,80.98
200,3.84,21.02,291.73
160,2.46,66.94,289.21
200,2.22,65.1,307.35
240,3.56,21.02,186.89
200,2.67,79.8,323.96
120,3.88,15.51,240.91
280,2.83,11.84,124.94
160,3.39,50.41,287.63
240,2.51,85.31,215.29
240,0.85,54.08,161.19
120,0.2,43.06,197.34
120,1.58,37.55,230.84
120,1.78,19.18,226.57
160,3.07,13.67,271.83
240,2.1,98.16,213.37
200,2.3,98.16,325.56
160,3.84,59.59,287.37
160,0.53,19.18,218.78
120,2.38,22.86,241.43
160,0.4,13.67,212.49
200,0.0,72.45,254.28
280,3.52,19.18,126.87
200,3.88,68.78,315.34
240,2.34,100.0,219.54
120,1.74,32.04,232.15
280,2.71,28.37,130.85
200,0.73,88.98,283.46
200,1.54,88.98,304.19
160,0.93,21.02,230.47
200,2.22,30.2,289.87
120,0.32,22.86,191.01
200,1.98,17.35,278.34
240,1.66,57.76,183.03
160,1.49,83.47,276.03
240,3.88,10.0,178.38
160,3.11,96.33,313.07
200,1.62,70.61,296.9
240,0.61,72.45,163.47
200,3.6,50.41,309.21
240,2.14,77.96,203.86
120,2.22,66.94,260.03
240,3.11,76.12,219.09
160,3.23,88.98,308.09
240,0.08,79.8,152.51
160,3.15,26.53,277.65
280,2.14,54.08,132.28
280,1.25,96.33,132.2
280,3.47,50.41,142.4
200,0.04,32.04,235.41
280,1.74,19.18,105.48
120,1.82,66.94,251.42
120,0.77,98.16,241.03
120,3.43,10.0,242.73
240,0.16,48.57,138.79
240,0.93,79.8,176.07
280,1.09,19.18,89.87
240,1.82,24.69,170.62
160,2.71,63.27,292.5
280,2.1,13.67,111.17
200,0.61,83.47,276.62
120,0.69,83.47,231.44
120,2.91,74.29,277.74
120,1.94,17.35,229.02
200,0.28,52.24,252.31
200,3.03,24.69,302.2
240,2.18,30.2,181.32
240,3.52,72.45,213.04
120,3.43,55.92,265.3
120,2.79,55.92,266.04
120,1.86,41.22,239.61
280,2.51,96.33,160.77
240,3.76,21.02,184.87
200,0.08,44.9,242.72
200,1.45,28.37,271.21
240,0.4,33.88,138.89
200,3.03,81.63,330.53
200,2.51,32.04,296.52
240,4.0,61.43,202.69
240,1.13,65.1,173.89
200,2.79,10.0,291.29
120,3.31,59.59,268.52
120,2.22,57.76,255.91
120,2.14,81.63,266.05
120,0.44,13.67,189.61
160,3.39,77.96,300.99
200,0.24,65.1,257.76
160,3.6,61.43,290.72
200,0.93,43.06,265.63
200,1.17,76.12,288.56
200,2.95,88.98,333.4
240,2.42,98.16,220.12
240,3.88,74.29,210.65
160,1.05,92.65,269.58
280,3.39,17.35,126.71
160,1.09,68.78,258.79
160,1.7,98.16,288.3
160,2.63,21.02,269.28
280,3.07,33.88,138.19
160,1.45,55.92,261.46
240,3.88,85.31,216.07
280,1.78,39.39,117.01
200,0.65,54.08,263.85
200,3.15,30.2,303.5
160,3.52,90.82,306.0
200,1.86,76.12,304.91
200,0.36,22.86,239.66
240,2.46,22.86,183.12
160,2.1,22.86,259.63
280,0.57,88.98,110.26
200,0.4,21.02,240.28
280,3.72,63.27,146.42
240,1.09,90.82,185.67
120,2.02,55.92,250.58
280,3.68,54.08,142.37
280,0.4,15.51,69.22
160,2.18,41.22,270.7
240,1.58,76.12,190.58
200,1.13,90.82,294.7
120,0.4,81.63,222.47
200,0.2,63.27,255.56
120,1.78,35.71,235.12
200,0.4,98.16,278.41
240,0.24,77.96,156.22
200,0.12,22.86,232.56
120,0.04,50.41,196.25
240,3.07,76.12,219.52
120,0.44,92.65,229.14
240,0.61,94.49,174.78
200,3.64,17.35,292.22
200,2.99,26.53,302.84
120,1.74,43.06,237.28
200,2.22,98.16,323.84
160,3.64,13.67,266.35
200,1.45,61.43,288.32
120,0.73,30.2,205.86
200,0.2,55.92,251.8
160,3.92,66.94,290.04
200,3.19,90.82,333.44
240,3.6,22.86,187.4
240,3.76,66.94,208.15
160,1.78,48.57,264.87
120,1.86,63.27,250.76
240,0.53,46.73,148.69
160,0.0,90.82,239.21
200,2.51,17.35,288.99
120,2.51,24.69,244.73
240,2.87,65.1,212.18
240,1.78,92.65,203.49
240,1.49,39.39,170.13
280,3.68,98.16,163.94
200,1.74,54.08,291.0
160,3.43,13.67,268.42
200,3.64,83.47,325.32
280,2.71,57.76,145.13
240,1.45,68.78,183.65
120,3.47,77.96,275.57
280,1.9,96.33,148.19
240,3.6,28.37,190.48
160,1.94,76.12,283.03
200,0.65,81.63,277.3
240,2.46,39.39,191.64
120,1.05,77.96,238.41
280,1.94,83.47,142.26
200,2.59,50.41,307.11
200,1.86,50.41,292.21
280,1.21,94.49,130.85
160,3.72,33.88,275.81
200,1.09,66.94,281.93
160,1.7,41.22,259.58
280,1.58,15.51,99.99
240,0.32,76.12,157.65
160,0.28,70.61,237.87
160,1.25,54.08,255.73
240,2.22,61.43,197.43
120,2.02,37.55,241.6
120,3.84,28.37,247.61
280,1.86,35.71,116.45
160,0.73,33.88,231.64
120,0.73,28.37,205.12
120,4.0,66.94,265.84
200,0.89,83.47,285.11
160,1.82,92.65,288.25
240,1.17,90.82,187.45
280,2.51,57.76,141.53
280,2.87,63.27,151.27
200,1.13,26.53,262.63
280,1.29,30.2,100.74
240,3.43,19.18,187.3
120,3.23,28.37,253.7
120,0.12,79.8,213.52
200,3.11,10.0,293.63
160,2.95,65.1,297.63
200,3.84,59.59,311.56
240,0.48,72.45,160.49
240,0.97,66.94,170.76
120,1.17,65.1,235.21
240,3.47,50.41,202.12
120,3.96,88.98,276.83
120,0.28,68.78,213.04
240,2.75,100.0,227.36
160,0.81,81.63,257.78
200,3.47,66.94,318.76
240,0.04,63.27,142.76
160,0.24,43.06,222.54
280,3.72,83.47,156.58
160,0.97,13.67,228.2
280,0.08,13.67,58.99
240,0.12,32.04,129.69
160,1.37,100.0,281.5
200,2.79,77.96,325.01
120,2.42,24.69,243.35
160,0.89,19.18,229.06
280,3.03,24.69,133.92
280,0.89,54.08,102.04
120,2.71,44.9,259.26
200,0.32,10.0,232.43
240,2.59,39.39,193.58
280,2.55,87.14,157.06
240,0.69,83.47,171.54
160,3.27,65.1,295.93
160,1.37,35.71,249.09
280,2.75,11.84,123.27
160,0.04,85.31,237.62
240,0.61,24.69,139.98
280,3.11,19.18,130.18
120,1.29,88.98,249.86
240,3.39,41.22,198.92
120,0.89,88.98,239.56
240,3.84,88.98,217.89
200,1.01,85.31,289.21
240,2.91,26.53,193.77
160,3.92,48.57,280.91
240,2.95,37.55,199.88
160,3.27,68.78,297.68
120,3.52,77.96,276.0
280,1.7,52.24,121.12
120,1.33,88.98,251.03
280,3.15,61.43,151.1
160,2.51,46.73,280.03
200,2.59,11.84,287.83
120,3.31,77.96,277.86
240,0.4,88.98,166.49
120,3.72,10.0,239.64
200,1.13,79.8,289.51
200,1.45,72.45,293.94
280,0.08,79.8,92.19
280,0.97,52.24,103.38
160,1.17,77.96,265.41
120,1.45,52.24,235.53
200,2.63,37.55,301.83
120,1.01,41.22,218.76
160,1.41,39.39,252.06
160,3.92,83.47,298.65
200,0.12,100.0,271.9
240,1.33,59.59,176.34
120,1.54,26.53,224.71
280,1.29,74.29,122.59
280,0.4,17.35,70.37
120,0.81,68.78,227.48
160,3.23,44.9,286.02
280,1.13,61.43,112.09
160,2.02,39.39,266.22
160,3.64,79.8,299.73
200,0.69,33.88,254.79
240,2.91,59.59,209.9
240,2.18,22.86,177.16
200,0.48,52.24,257.87
280,1.9,30.2,114.85
200,0.32,26.53,240.93
240,2.99,39.39,201.79
280,3.19,11.84,125.9
120,1.33,63.27,238.23
240,2.87,87.14,222.88
200,0.04,90.82,264.41
280,3.39,77.96,157.08
240,2.14,88.98,209.66
120,1.86,54.08,245.7
160,0.69,33.88,230.59
280,3.23,77.96,158.27
280,3.39,87.14,161.85
280,0.69,46.73,92.91
160,2.18,15.51,257.93
160,2.67,87.14,303.56
240,1.98,17.35,169.96
200,2.51,35.71,298.41
200,1.25,94.49,299.51
240,2.18,43.06,187.4
120,3.39,76.12,276.14
200,2.02,63.27,302.22
200,1.9,70.61,302.72
280,1.09,46.73,103.8
120,3.31,85.31,281.38
280,0.44,44.9,85.24
200,2.06,21.02,282.06
280,1.82,24.69,110.13
120,1.98,15.51,229.62
240,3.19,76.12,218.53
240,0.04,50.41,136.3
160,0.61,15.51,219.02
160,3.47,22.86,272.59
240,1.17,54.08,169.57
160,3.68,70.61,294.68
160,0.69,50.41,238.87
200,2.18,98.16,323.27
160,2.14,66.94,282.58
200,0.48,33.88,248.89
200,3.03,90.82,335.02
120,3.15,65.1,273.2
280,0.65,57.76,97.2
280,2.46,11.84,117.77
280,3.35,21.02,128.95
160,2.38,39.39,273.82
120,2.87,35.71,257.28
240,0.04,41.22,131.8
160,1.62,100.0,287.17
160,3.88,87.14,300.49
240,2.42,66.94,204.64
240,1.78,21.02,167.88
160,2.59,90.82,303.5
200,1.21,44.9,273.85
120,0.93,77.96,235.45
280,0.81,37.55,91.92
200,2.14,33.88,290.01
200,2.26,11.84,281.6
200,1.62,92.65,307.6
280,3.07,28.37,135.59
200,2.42,74.29,316.33
240,3.11,98.16,230.3
120,3.52,66.94,270.57
240,3.88,98.16,222.29
160,0.53,83.47,251.27
280,2.34,39.39,129.16
200,1.62,55.92,289.46
240,3.84,52.24,199.91
240,0.16,85.31,157.52
240,2.59,52.24,200.28
240,3.39,98.16,227.46
120,2.3,50.41,253.91
280,3.92,96.33,161.39
240,3.27,22.86,190.82
160,0.04,22.86,206.7
160,1.86,37.55,261.69
200,0.69,87.14,281.1
240,3.35,44.9,201.39
160,3.11,85.31,307.74
120,3.56,35.71,254.47
160,0.2,70.61,235.25
160,3.76,87.14,302.31
200,3.07,76.12,327.46
200,0.36,79.8,268.19
240,1.7,66.94,188.78
200,3.43,50.41,310.5
200,0.85,22.86,253.21
280,2.91,81.63,161.35
240,0.93,39.39,156.02
280,0.97,98.16,125.87
160,1.29,35.71,247.31
200,3.35,66.94,319.85
280,1.86,59.59,128.5
160,2.63,24.69,271.18
280,2.22,46.73,130.13
160,1.37,41.22,252.39
120,1.13,13.67,208.4
160,0.32,90.82,248.36
280,2.02,28.37,116.48
120,0.57,11.84,192.6
280,0.81,94.49,120.4
160,2.99,66.94,299.23
160,2.51,98.16,305.47
280,0.2,11.84,61.57
240,2.99,79.8,221.71
200,0.65,98.16,285.4
160,2.3,39.39,272.35
120,1.45,21.02,219.77
280,0.24,52.24,83.41
280,0.77,66.94,105.1
240,1.58,21.02,162.58
160,1.17,88.98,271.18
240,0.4,96.33,170.13
280,1.01,79.8,118.24
160,1.29,13.67,236.11
120,2.51,90.82,277.6
160,3.15,19.18,273.72
160,3.35,70.61,297.93
120,3.92,70.61,267.97
200,3.23,24.69,299.98
120,1.74,100.0,265.77
280,3.19,74.29,157.04
160,1.86,66.94,276.17
120,1.09,22.86,212.15
160,2.67,63.27,291.56
240,2.79,92.65,224.73
200,3.35,24.69,298.56
160,0.97,21.02,231.84
280,3.76,21.02,124.76
280,1.98,81.63,142.37
240,3.6,87.14,219.71
200,0.81,72.45,277.22
240,2.95,15.51,189.01
280,1.98,32.04,117.52
280,1.7,72.45,131.4
120,0.16,98.16,223.38
200,0.85,32.04,257.72
120,0.08,10.0,177.62
160,1.62,72.45,273.52
120,2.83,87.14,282.66
280,2.95,85.31,163.99
160,0.48,52.24,234.61
200,1.25,54.08,279.2
200,2.22,13.67,281.67
160,0.93,65.1,252.75
200,2.79,98.16,335.01
280,2.59,55.92,141.95
120,0.85,52.24,220.03
280,3.27,96.33,167.57
160,0.36,96.33,252.94
200,3.72,50.41,308.12
120,3.43,48.57,261.88
160,3.52,98.16,309.98
120,2.75,43.06,258.71
200,1.33,39.39,274.3
160,2.79,50.41,287.65
240,0.04,66.94,144.64
240,0.77,100.0,181.77
280,2.99,81.63,162.95
200,1.54,100.0,309.62
200,1.45,81.63,298.19
240,0.53,59.59,154.91
160,1.78,74.29,278.13
200,1.37,24.69,267.7
240,3.23,17.35,188.35
280,3.76,74.29,151.6
160,2.79,66.94,295.54
240,0.65,77.96,167.36
120,1.82,55.92,245.65
120,0.4,100.0,231.81
160,1.21,24.69,239.76
200,3.8,19.18,291.8
200,3.35,76.12,324.64
240,3.84,92.65,219.85
240,1.54,26.53,164.58
280,2.63,30.2,130.26
240,2.22,98.16,215.75
200,0.69,15.51,245.62
120,0.48,46.73,207.54
160,3.76,44.9,280.66
280,3.64,52.24,141.76
120,2.3,28.37,242.76
160,0.48,77.96,247.17
120,0.0,88.98,214.39
200,2.75,57.76,314.4
280,3.15,48.57,144.71
120,1.7,46.73,238.61
240,1.21,39.39,162.67
200,1.29,50.41,278.81
160,0.36,24.69,216.88
160,2.71,77.96,299.35
280,2.3,68.78,142.56
280,0.65,87.14,112.17
280,0.08,52.24,78.61
120,0.89,70.61,230.28
240,1.17,22.86,153.98
240,3.47,54.08,204.2
120,0.85,13.67,201.04
160,3.8,76.12,295.85
160,3.43,11.84,267.71
160,0.12,96.33,245.88
240,0.69,21.02,140.18
200,0.4,66.94,263.04
200,1.54,19.18,269.05
120,1.9,13.67,226.62
240,1.37,30.2,162.8
200,1.09,87.14,291.99
280,1.86,72.45,135.42
120,0.61,63.27,219.33
160,2.63,61.43,289.67
160,0.28,79.8,242.05
120,1.29,44.9,227.84
280,0.85,13.67,80.76
160,2.06,11.84,253.17
160,3.15,83.47,306.36
240,1.9,70.61,195.12
280,1.94,28.37,114.71
240,0.65,22.86,139.96
200,3.07,37.55,308.24
160,2.83,10.0,267.68
200,2.1,50.41,297.41
120,0.36,39.39,200.16
240,2.06,41.22,183.87
200,2.75,72.45,321.68
280,1.37,21.02,98.12
160,0.73,39.39,234.77
280,0.57,66.94,99.78
280,3.52,48.57,140.99
240,1.17,68.78,176.41
120,0.93,44.9,218.72
280,0.73,98.16,119.65
280,0.44,30.2,77.78
200,3.23,19.18,297.52
240,1.82,52.24,184.53
240,2.46,28.37,185.77
240,1.09,15.51,148.32
280,3.76,94.49,161.52
160,3.6,100.0,309.81
120,2.67,43.06,257.52
240,0.0,19.18,119.54
240,2.95,72.45,217.38
120,1.78,81.63,257.68
280,0.73,46.73,93.95
280,1.78,33.88,114.03
240,0.69,76.12,167.74
240,0.85,11.84,139.82
240,1.41,28.37,162.84
160,1.7,32.04,255.39
160,1.17,32.04,242.49
200,3.8,59.59,312.25
160,1.66,68.78,272.33
160,2.46,72.45,292.04
240,1.01,55.92,166.55
160,0.93,28.37,234.23
120,1.49,37.55,229.07
120,1.17,39.39,222.17
160,3.27,17.35,271.95
240,1.66,72.45,190.27
120,1.09,77.96,239.3
200,2.95,26.53,302.14
280,2.14,68.78,139.77
240,2.46,19.18,181.2
120,3.84,11.84,239.75
160,1.9,92.65,289.86
120,1.41,55.92,236.22
160,0.0,10.0,198.85
240,4.0,66.94,205.73
240,0.48,76.12,161.9
120,1.01,32.04,214.18
280,0.04,44.9,73.7
240,2.83,55.92,206.72
240,0.24,94.49,164.32
200,1.41,24.69,268.85
200,0.77,90.82,285.3
120,2.34,79.8,269.17
280,1.86,77.96,138.17
240,0.48,77.96,163.02
200,0.77,61.43,270.41
120,0.16,19.18,184.48
160,1.82,77.96,280.79
280,1.86,30.2,113.96
200,2.59,98.16,331.24
160,1.21,43.06,248.6
120,3.35,44.9,260.47
200,2.75,17.35,294.3
160,2.95,81.63,306.02
160,2.91,21.02,274.47
240,0.81,22.86,144.6
120,2.71,57.76,265.87
240,2.67,48.57,200.24
120,1.05,81.63,240.51
120,4.0,41.22,252.82
120,0.69,54.08,216.9
280,2.22,10.0,111.57
120,3.43,50.41,262.93
200,1.05,17.35,255.57
120,1.9,87.14,263.38
280,3.72,68.78,149.42
280,2.14,32.04,121.05
280,1.54,24.69,103.6
240,1.98,24.69,173.9
280,3.96,35.71,130.37
280,2.3,54.08,135.6
120,4.0,88.98,276.24
200,3.27,28.37,301.77
120,3.19,21.02,250.17
200,3.07,28.37,303.1
200,1.33,52.24,280.56
120,2.22,41.22,247.3
120,0.32,32.04,195.55
160,1.21,61.43,258.14
280,0.57,32.04,82.29
200,2.79,32.04,302.2
240,1.98,52.24,187.47
160,1.25,52.24,254.51
240,3.88,11.84,178.88
120,1.74,85.31,258.65
160,0.81,15.51,224.86
160,1.94,26.53,257.59
120,1.98,90.82,266.95
280,3.43,28.37,131.72
120,3.96,57.76,261.41
120,0.48,24.69,196.45
240,0.65,57.76,157.68
160,2.22,46.73,273.95
120,2.95,48.57,265.53
120,0.48,59.59,213.7
120,3.03,54.08,268.4
120,2.83,13.67,245.53
280,0.0,43.06,71.47
200,0.0,100.0,268.01
160,2.34,35.71,271.14
280,1.25,48.57,109.03
120,0.89,74.29,231.8
240,1.33,98.16,195.53
160,1.05,66.94,256.79
120,1.37,33.88,224.47
200,0.48,11.84,237.92
280,3.19,68.78,154.81
160,2.14,50.41,274.1
160,1.54,87.14,278.9
240,2.26,39.39,187.23
120,3.19,88.98,284.43
160,0.53,87.14,252.66
160,1.82,44.9,264.11
160,3.52,33.88,277.47
160,1.66,88.98,282.79
200,1.49,68.78,292.58
200,0.77,72.45,276.12
120,1.49,68.78,244.66
160,2.55,77.96,296.21
200,0.04,81.63,259.72
200,1.01,72.45,282.65
120,2.75,54.08,264.4
120,1.82,63.27,249.36
160,0.77,96.33,264.12
280,1.29,21.02,96.19
280,1.25,92.65,130.55
160,1.13,21.02,236.09
120,3.88,26.53,246.37
200,2.18,28.37,288.05
200,1.66,76.12,300.17
160,3.07,100.0,315.24
280,3.76,48.57,139.04
280,3.92,85.31,155.31
240,0.93,59.59,166.11
120,2.75,37.55,255.93
200,1.29,17.35,262.35
240,3.6,94.49,223.17
120,3.6,26.53,249.34
160,0.48,66.94,241.79
280,2.99,52.24,148.13
240,2.06,65.1,195.87
120,1.33,59.59,236.59
280,3.6,52.24,141.97
280,2.22,66.94,140.58
200,0.36,46.73,252.06
160,0.2,55.92,228.16
280,1.66,48.57,118.36
280,0.69,65.1,102.19
280,3.07,11.84,127.01
200,1.62,100.0,311.05
280,4.0,59.59,141.93
200,0.69,79.8,277.72
240,0.77,90.82,177.53
120,3.92,21.02,243.48
280,0.93,11.84,82.07
120,2.83,10.0,244.04
200,3.64,88.98,328.26
200,0.73,81.63,279.71
120,3.15,83.47,282.22
240,1.13,61.43,172.31
240,2.38,74.29,207.03
280,2.71,63.27,148.05
240,3.68,26.53,188.56
280,2.87,17.35,128.32
200,1.7,15.51,270.69
160,1.86,30.2,257.98
280,1.66,68.78,128.61
160,1.21,83.47,269.18
280,2.67,32.04,131.65
280,0.04,96.33,99.21
280,2.34,13.67,116.31
240,1.78,70.61,192.09
120,3.72,96.33,282.9
160,2.22,17.35,259.86
280,1.41,79.8,128.81
200,2.22,81.63,315.27
160,0.65,61.43,243.37
160,2.38,77.96,293.36
240,3.96,81.63,213.04
160,2.1,43.06,269.55
240,2.83,52.24,205.03
120,1.9,70.61,255.06
160,2.06,83.47,289.5
200,3.19,87.14,331.65
240,1.78,22.86,168.42
280,2.18,11.84,111.99
280,2.18,100.0,156.17
200,0.16,21.02,233.23
240,0.36,30.2,135.61
240,1.25,35.71,162.16
160,2.06,15.51,255.05
280,2.75,54.08,144.42
240,2.42,48.57,195.16
240,3.6,83.47,217.82
160,3.64,81.63,300.57
240,1.74,11.84,161.71
120,1.45,96.33,257.32
120,1.86,43.06,240.66
240,2.06,55.92,191.39
240,1.86,35.71,176.75
160,1.21,15.51,235.08
280,0.16,65.1,87.23
200,0.2,94.49,271.36
200,2.87,46.73,310.82
160,3.35,17.35,271.2
200,3.92,77.96,319.38
160,0.4,30.2,221.09
160,1.21,44.9,249.8
120,2.34,63.27,260.74
120,3.47,57.76,265.73
160,3.8,63.27,289.41
240,2.87,72.45,215.54
280,0.65,21.02,78.94
280,0.0,59.59,79.85
240,3.92,46.73,196.34
120,0.0,17.35,178.61
280,3.8,66.94,147.69
120,2.06,44.9,245.87
240,1.05,17.35,148.04
160,1.58,11.84,242.54
120,3.92,92.65,279.15
200,0.89,21.02,253.95
160,1.33,32.04,246.58
200,3.35,50.41,311.37
120,3.43,92.65,284.28
200,3.15,81.63,329.68
280,2.75,98.16,166.6
160,1.49,43.06,255.96
200,0.2,85.31,266.56
200,0.28,65.1,259.07
200,3.64,26.53,296.99
120,1.94,87.14,263.85
160,0.2,85.31,242.33
280,0.16,52.24,80.92
120,3.88,88.98,277.32
200,2.38,17.35,286.95
240,0.2,54.08,143.05
120,3.64,54.08,262.88
200,3.47,15.51,293.03
200,0.97,21.02,255.67
160,1.33,81.63,271.31
200,1.17,85.31,293.01
160,2.34,100.0,303.31
160,2.02,65.1,279.0
240,1.7,21.02,165.92
240,0.81,35.71,151.1
240,2.26,37.55,186.53
280,2.59,98.16,163.08
120,1.41,33.88,225.46
280,2.1,96.33,152.54
160,0.65,10.0,217.21
280,2.67,83.47,157.53
120,2.83,28.37,253.1
280,1.09,70.61,115.64
200,3.27,43.06,308.65
120,3.76,37.55,253.41
280,2.34,50.41,134.82
160,0.61,98.16,260.74
160,1.7,83.47,280.57
160,1.9,88.98,288.42
160,1.74,98.16,289.05
280,1.74,88.98,140.71
240,2.3,43.06,190.08
200,1.05,88.98,291.64
160,1.82,79.8,282.09
200,1.94,74.29,306.2
280,2.06,83.47,145.12
240,1.94,94.49,207.91
280,0.16,22.86,65.99
160,1.05,33.88,240.23
160,3.15,37.55,283.07
160,3.6,13.67,267.04
280,3.47,10.0,122.47
200,3.88,41.22,302.31
240,0.44,39.39,142.86
160,0.2,90.82,245.48
200,3.8,70.61,316.96
240,0.32,90.82,165.28
200,3.43,57.76,314.41
280,3.56,44.9,139.16
240,0.61,57.76,156.32
160,3.11,63.27,296.92
280,3.11,28.37,135.31
200,3.84,85.31,324.13
200,2.79,44.9,308.21
200,0.0,52.24,244.01
160,2.87,37.55,282.78
160,1.7,59.59,268.93
280,3.96,65.1,144.58
120,0.53,96.33,233.29
200,1.21,57.76,280.49
120,3.43,100.0,287.64
200,0.12,74.29,258.8
120,0.28,32.04,194.35
280,1.66,90.82,139.72
280,0.77,28.37,86.27
120,1.21,44.9,225.89
200,2.95,74.29,326.39
240,3.19,100.0,230.21
280,0.24,79.8,97.06
120,0.36,63.27,212.38
280,2.95,87.14,164.55
200,1.13,48.57,273.67
120,2.63,98.16,284.03
240,1.82,66.94,191.63
280,0.77,10.0,77.29
160,3.56,21.02,271.27
120,2.22,63.27,258.32
200,0.44,37.55,249.76
120,2.42,92.65,277.11
200,0.04,70.61,254.53
200,1.29,52.24,279.42
120,2.79,90.82,283.39
240,2.42,46.73,194.31
120,0.12,72.45,209.92
280,2.79,35.71,136.33
120,2.55,52.24,259.41
120,1.82,54.08,244.96
240,0.97,11.84,142.94
200,2.18,13.67,280.78
160,2.75,24.69,273.74
200,0.97,83.47,287.07
120,3.84,77.96,272.31
120,1.62,21.02,223.76
160,3.8,92.65,304.73
160,0.57,35.71,228.3
200,1.66,81.63,303.05
120,3.72,22.86,246.22
240,3.39,39.39,197.4
160,3.64,17.35,268.14
200,2.22,59.59,304.55
160,2.26,81.63,292.23
240,0.4,77.96,160.88
200,3.47,35.71,302.97
280,1.62,17.35,101.81
120,3.84,30.2,248.54
280,3.03,88.98,166.24
120,3.68,81.63,276.07
240,3.88,96.33,221.07
200,3.03,83.47,331.17
240,0.08,94.49,159.94
160,1.41,28.37,246.46
280,3.64,85.31,158.57
280,1.78,90.82,142.54
240,2.06,54.08,190.06
280,1.33,83.47,128.07
240,0.32,59.59,149.53
200,0.61,74.29,272.26
280,2.79,74.29,155.18
200,1.29,70.61,288.45
240,1.58,46.73,175.75
280,2.26,76.12,145.93
200,2.55,28.37,295.52
160,1.94,21.02,255.33
280,1.58,68.78,126.6
280,3.19,100.0,169.88
200,0.61,19.18,245.1
200,3.43,96.33,333.67
200,1.13,39.39,268.94
160,2.42,77.96,293.85
120,0.65,35.71,206.28
200,2.3,50.41,301.83
160,1.45,39.39,252.88
200,0.85,19.18,251.9
240,1.54,54.08,178.44
120,3.56,74.29,273.91
200,2.02,44.9,293.03
160,1.09,77.96,262.95
200,0.53,10.0,237.98
200,0.08,61.43,251.21
200,3.56,74.29,321.35
160,3.15,46.73,288.12
200,3.56,21.02,294.69
120,0.0,68.78,204.21
280,3.64,70.61,150.74
200,0.89,11.84,249.07
280,1.82,50.41,122.97
160,1.98,90.82,290.88
160,0.73,37.55,233.21
160,1.33,85.31,273.1
120,1.05,87.14,242.94
160,1.54,81.63,275.93
120,1.09,98.16,249.24
160,0.61,46.73,234.88
240,3.47,63.27,208.73
200,3.07,77.96,328.2
280,3.23,24.69,132.16
280,1.01,57.76,107.05
200,3.92,72.45,317.17
280,3.35,50.41,143.54
200,1.29,79.8,293.3
160,0.0,35.71,211.89
240,3.35,100.0,228.74
240,2.87,68.78,214.1
160,3.8,83.47,299.84
200,3.88,15.51,288.99
120,1.41,98.16,257.4
120,2.67,26.53,248.93
280,1.62,94.49,140.43
200,0.08,21.02,231.02
240,2.79,44.9,200.35
160,2.26,79.8,291.43
160,2.59,44.9,280.43
120,3.68,61.43,265.98
160,0.69,68.78,248.35
160,2.87,66.94,297.0
200,3.52,59.59,314.69
160,1.82,70.61,277.18
160,4.0,63.27,287.55
280,0.85,79.8,113.91
160,1.78,68.78,275.3
280,0.53,92.65,111.51
240,3.27,100.0,229.69
160,2.59,98.16,307.41
120,2.38,65.1,262.53
200,3.43,22.86,296.91
160,0.81,43.06,238.35
120,3.68,92.65,281.46
240,1.94,44.9,183.11
200,3.92,54.08,307.79
280,2.22,57.76,135.8
240,0.08,11.84,117.99
120,0.81,13.67,200.31
240,3.56,33.88,193.01
120,2.71,55.92,264.44
120,1.86,48.57,243.35
160,3.64,65.1,292.41
160,1.62,77.96,276.24
280,2.1,74.29,141.57
240,2.59,57.76,203.26
160,3.23,83.47,305.64
120,2.42,10.0,235.79
200,2.63,44.9,305.63
160,3.03,83.47,307.11
160,1.09,88.98,268.99
120,1.58,43.06,233.93
280,1.05,19.18,89.15
240,0.97,28.37,151.14
120,3.88,96.33,281.41
160,3.19,79.8,304.08
120,1.17,11.84,208.27
160,3.84,28.37,271.71
280,1.54,66.94,124.8
160,3.76,83.47,300.44
160,3.27,72.45,299.37
160,2.99,70.61,301.16
120,2.67,74.29,272.89
280,3.84,37.55,132.11
160,0.81,17.35,225.83
280,0.53,74.29,102.49
120,3.39,87.14,281.31
280,1.37,32.04,103.99
240,0.93,11.84,142.44
200,2.34,76.12,315.31
200,1.9,57.76,297.01
160,1.74,52.24,266.23
160,3.84,79.8,297.22
240,3.88,79.8,213.3
160,2.06,48.57,271.46
280,3.07,17.35,129.77
240,3.8,63.27,205.59
280,1.94,63.27,132.21
280,2.59,11.84,120.39
280,0.93,79.8,116.22
240,1.9,11.84,165.67
