Concentration,Temperature,Doping (mol%),Response
354.26,172.55,9,2.75
280.84,276.81,3,4.26
179.46,213.87,9,7.04
2.64,238.87,9,5.79
290.87,244.06,6,8.85
122.57,298.95,3,4.05
367.37,172.06,3,1.57
186.13,266.08,3,4.43
332.98,150.84,0,0.85
297.15,194.12,3,2.44
199.28,243.08,0,3.78
330.58,178.22,0,1.75
204.3,159.03,0,1.07
22.82,289.93,0,2.19
346.4,220.81,9,6.56
293.45,271.93,0,2.91
243.16,255.61,0,3.73
292.35,200.36,0,2.4
152.36,186.49,6,6.77
283.35,230.54,6,9.54
144.29,240.28,9,5.71
160.62,240.84,9,5.74
103.48,191.72,3,1.98
348.85,205.68,6,11.28
385.29,182.85,0,1.83
147.1,271.72,0,3.03
186.24,170.03,6,2.63
361.8,191.46,9,5.05
31.43,240.28,6,7.68
263.88,278.76,3,4.2
48.25,192.3,0,2.21
339.61,192.23,9,5.33
135.72,277.86,3,4.22
388.71,159.73,0,1.02
74.21,236.77,0,3.63
350.99,176.82,0,1.65
31.38,171.78,6,3.58
153.84,246.42,3,4.88
332.45,207.29,9,7
75.23,283.98,9,3.18
95.37,230.68,9,6.04
231.99,285.17,0,2.27
32.24,289.02,6,4.96
252.63,154.41,9,1.56
222.63,269.38,3,4.02
214.79,256.03,9,5.42
148.67,226.62,9,6.11
253.41,161.35,0,1.31
343.37,177.73,0,1.56
232.04,173.79,3,1.53
255.58,232.85,9,5.84
89.78,227.81,0,3.17
12.45,236.35,6,10.57
148.94,177.59,9,3.5
238.33,273.19,9,4.36
121.85,152.52,6,1.43
62.59,209.65,3,4.56
278.97,221.44,0,3.04
160.28,278.39,3,4.16
52.35,247.14,0,4.04
234.35,152.7,3,1.09
308.93,188.45,6,6.7
62.48,218.51,3,5.3
48.55,270.53,6,5.33
80.06,240.7,6,8.65
109.23,288.11,0,2.34
388.56,245.95,6,7.92
135.05,159.31,6,1.61
107.42,223.09,3,5.44
319.32,223.76,3,5.53
147.75,187.61,9,4.76
122.57,256.4,3,4.79
356.15,267.06,3,4.37
129.28,159.45,6,2.15
237.79,260.8,6,5.79
229.94,176.82,9,3.36
296.31,168.56,6,1.83
100.47,251.68,3,4.5
48.96,254.28,9,5.25
19.34,260.87,9,5.14
51.87,224.06,3,5.64
68.36,197.76,0,2.28
9.76,223.33,6,10.07
277.37,273.06,3,4.26
373.5,246.8,3,5.03
390.24,267.73,0,3.11
275.22,253.55,3,4.78
188.7,295.05,3,3.99
392.95,197.27,6,8.79
40.09,280.06,9,3.55
330.33,231.24,0,3
243.02,152.1,0,0.81
136.76,216.93,3,5.13
286.39,211.35,6,11.02
394.75,154.83,6,0.93
222.72,167.86,6,2.09
139.53,150.15,3,1.07
30.79,157.63,0,1.06
337.95,213.71,3,4.72
326.64,201.62,0,2.55
114.28,182.64,0,1.94
398.61,293.62,3,3.82
367.36,269.76,3,4.37
202.34,281.11,6,4.73
207.84,293.55,3,4.05
236.96,229.77,6,10.48
200.67,257.29,9,5.19
215.98,264.86,6,5.93
156.98,201.55,0,2.47
334.45,204.48,3,3.76
21.73,153.98,3,1.16
235.2,284.77,3,4.05
96.28,279.21,0,2.53
316.53,150.49,9,1.3
224.38,188.73,0,2.09
282.9,206.03,0,2.67
233.28,220.24,3,5.17
25.62,192.09,9,5.18
105.85,211.83,3,4.59
285.84,172.48,6,3.47
67.05,248.12,0,3.98
64.09,254.23,3,4.62
329.05,259.53,0,3.6
302.69,216.33,3,5.04
347.17,250.08,6,7.35
202.46,269.27,6,6.11
69.94,268.36,6,5.92
72.77,210.72,6,11.41
166.18,290.17,3,3.89
136.75,232.71,6,10.45
30.74,150.75,3,0.97
374.64,249.1,0,4.06
202.89,249.52,6,8.1
156.76,259.78,3,4.47
75.17,210.48,3,4.56
392.12,270.11,9,4.76
54.13,263.81,9,5.13
29.82,154.76,6,1.44
91.52,157.56,0,1.09
280.97,203.02,9,6.58
363.37,285.03,9,3.05
78.1,166.39,0,1.59
26.81,222.26,3,5.49
185.48,184.6,6,6.77
204.67,194.26,0,2.21
125.55,156.58,9,1.51
242.26,202.83,3,3.38
388.1,182.34,3,1.48
300.25,177.17,6,4.66
243.04,155.39,9,1.61
185.64,160.88,3,1.35
379.55,152.31,0,0.78
74.43,200.36,9,6.28
249.08,237.42,3,5.8
207.63,255.05,0,3.83
387.83,153.5,0,0.95
181.75,273.26,0,3.03
247.3,193.7,0,2.37
233.73,183.9,6,5.45
280.39,180.47,6,5.01
164.76,176.47,9,3.4
300.81,164.57,9,2.15
257.32,175.28,6,4.53
23.02,179.69,0,1.86
276.8,244.7,3,5.17
206.51,282.89,3,4.28
287.25,255.82,0,3.69
142.81,170.34,3,1.36
202.36,205.47,6,10.86
356.42,287.48,9,2.8
227.82,168.31,3,1.34
77.47,272.63,9,4.25
158.62,190.06,6,7.58
26.02,152.24,0,0.88
228.55,246.23,9,5.26
259.89,217.37,9,7.02
108.78,211.01,3,4.6
217.02,150.7,9,1.22
264.12,276.76,0,2.68
92.55,276.69,9,3.95
144.56,285.45,9,2.86
24.18,185.09,9,4.34
165.66,285.37,3,3.89
325.93,206.17,9,7.03
254.04,174.23,6,2.81
259.68,182.29,0,1.87
335.92,190.9,3,1.84
310.64,236.91,0,3.46
155.13,205.38,3,4.04
14.41,173.26,3,1.53
373.77,256.52,0,3.73
156.84,234.87,3,5.75
193.42,258.2,6,6.8
339.81,281.11,9,3.55
64.49,157.77,6,1.28
328.5,203.86,0,2.7
334.95,219.03,3,5.28
160.33,199.58,9,6.06
161.73,261.15,0,3.41
314.26,287.2,0,2.33
28.71,152.85,3,0.94
47.53,182.15,6,4.79
280.79,169.47,6,2.64
30.06,218.84,0,2.92
158.77,240.35,6,8.94
106.55,288.67,9,2.65
272.2,235.23,6,9.57
64.27,196.71,0,2.45
377.45,235.65,0,3.47
60.19,238.69,3,5.57
272.73,238.45,9,6
120.42,196.07,3,2.86
211.6,279.56,9,3.55
256.6,260.01,3,4.72
31.09,184.81,6,5.97
127.5,222.98,0,3.13
110.81,220.09,3,5.3
300.95,179.34,0,1.79
186.96,225.99,6,10.79
336.59,235.58,9,5.74
207.68,265.42,9,4.93
133.4,207.57,6,12.13
325.98,211.98,3,4.81
338.75,264.13,3,4.5
55.74,215.13,0,2.77
230.76,166.25,6,2.11
265.69,197.12,3,2.77
57.2,180.12,6,4.3
338.61,279.77,0,2.7
380.89,179.26,3,1.55
246.34,174.16,6,3.64
303.14,275.22,9,3.96
147.32,283.98,6,5.04
306.21,289.37,0,2.31
147.71,180.02,3,1.49
373.75,206.45,6,10.96
30.45,229.49,6,10.65
302.72,182.92,9,4.19
236.94,245.18,0,3.83
57.15,153.45,3,1.04
122.21,266.05,6,6.47
218.61,266.75,9,4.95
266.43,281.46,9,3.5
208.38,265,0,3.24
203.77,270.88,0,2.91
145.75,242.73,9,5.87
109.45,234.6,6,8.81
24.14,242.38,6,8.39
187.05,272.91,9,4.4
315.85,179.48,0,1.96
27.77,262.34,6,5.91
173.11,281.32,3,3.86
298.9,270.81,9,4.53
131.2,189.01,9,4.73
331.5,154.34,6,0.71
120.73,259.67,9,5.08
202.77,175.36,3,1.62
179.07,166.13,3,1.48
198.79,266.47,0,3.12
161.28,250.63,3,4.78
272.56,242.24,9,5.61
236.72,271.58,9,4.46
222.03,282.65,0,2.49
215.98,264.86,0,3.26
81.87,174.69,3,1.63
183.45,170.94,9,2.57
322.62,220.32,0,3.03
80.1,264.51,9,4.84
232.03,228.09,0,3.19
127.84,287.34,9,2.74
264.08,172.55,0,1.49
358.84,163.8,6,1.85
253.26,258.48,0,3.7
144.43,259.4,3,4.69
9.44,162.83,3,1.24
359.42,164.22,6,2.35
230.43,199.37,9,5.94
180.71,259.88,0,3.45
389.2,165.83,6,2.06
348.74,231.1,6,10.45
72.31,187.19,9,4.64
119.7,162.96,9,2.06
24.46,191.74,9,5.21
141.97,220.39,3,5.3
282.79,154.5,3,1.06
47.48,243.05,3,5.18
181.75,273.26,6,6.1
340.48,229.56,6,10.75
283.77,198.32,9,5.9
322.98,158.4,0,1.17
237.7,264.36,3,4.4
390.41,161.48,3,1.31
252.91,186.09,3,1.65
384.71,158.54,9,1.58
47.01,182.22,6,6.39
278.25,284.47,0,2.22
110.83,282.22,3,4.12
150.19,206.28,3,3.91
257.58,283.94,3,3.95
322.17,196.01,9,5.78
184.96,164.85,9,2.15
214.44,185.09,6,7.09
359.22,209.74,6,11.78
238.26,199.79,0,2.38
238.53,183.06,9,4.24
253.24,163.52,6,1.11
292.59,250.03,3,4.95
275.64,268.57,9,4.72
82.06,209.81,0,2.84
377.09,163.96,3,1.4
270.96,235.24,3,5.8
18.09,154.06,0,0.98
48.84,252.04,9,5.3
275.49,199.51,9,6.14
271.02,161.11,3,1.33
91.17,158.68,6,1.63
97.27,212.26,6,11.87
94.06,245.67,9,5.53
252.62,245.46,0,3.72
184.8,205.19,6,10.65
62.1,210.65,0,2.74
275.25,274.38,0,2.76
122.89,254,3,4.83
133.7,285.94,6,4.55
202.59,283.63,9,3.17
135.73,193.56,9,5.55
27.27,268.71,6,6.57
180.15,264.09,0,3.38
163.6,233.97,9,5.85
226.05,205.82,6,11.11
127.64,222,0,3.06
190.42,217.86,0,2.75
25.64,217.3,9,6.79
399.1,278.16,3,4.16
365.76,216.74,0,3.01
100.19,184.07,3,1.66
78.34,159.52,9,1.89
48.99,266.47,9,4.77
25.6,195.7,3,2.72
207.33,168.42,6,1.91
138.54,207.85,6,11.8
77.31,214.15,9,7.04
282.74,155.18,0,0.72
375.8,153.64,6,0.94
54.03,185.58,9,4.52
70.76,271.71,3,4.37
267.46,197.83,6,9.55
185.4,254.84,6,7.53
286.53,275.78,6,4.97
103.02,221.02,9,6.6
96.77,153,3,1.15
267.04,253.3,6,7.43
188.89,156.23,0,1.07
317.68,284.75,0,2.62
69.75,162.26,0,1.31
173.53,155.55,3,0.88
81.64,178.43,9,3.47
248.5,282.16,9,3.32
145.23,196.01,0,2.28
385.2,232.64,0,3.32
308.51,155.32,0,0.99
345.06,183.09,3,1.69
310.05,153.57,0,0.89
242.47,187.89,0,1.92
27.38,247.62,3,5.04
82.2,245.04,9,5.64
181.9,250.15,0,4.02
245.12,247.85,3,4.98
341.51,167.71,3,1.24
46.38,197.13,9,5.99
16.35,191.95,0,2.2
24.43,193.14,6,8.25
248.83,190.13,0,2.08
247.26,239.64,0,3.6
275.15,233.06,0,3.22
294.27,286.78,0,2.26
136.83,203.79,0,2.45
180.98,208.2,6,10.59
147.09,165.62,6,1.19
164.15,157.42,0,1.25
346.2,197.55,0,2.45
124.69,203.3,0,2.51
307.8,198.18,6,9.74
282.71,247.98,6,7.42
218.58,254.08,3,4.85
292.62,255.54,9,5.24
266.56,236.98,9,5.81
360.91,180.61,9,3.79
189.86,212.33,9,6.9
245.17,269.83,9,4.75
74.05,220.04,6,11.83
338.61,279.77,6,5.39
192.85,245.97,3,5.01
223.36,230.05,9,5.96
25.01,278.44,9,3.78
22.93,178.29,9,3.51
69.86,266.68,3,4.42
193.57,236.63,9,5.87
26.94,233.34,0,3.34
156.9,189.64,6,6.29
230.52,206.17,6,10.86
333.2,255.19,9,5.28
265.41,208.9,6,11.45
289.74,261.64,0,3.18
178.5,152.45,9,1.22
379.71,294.07,3,3.8
36.83,188.49,3,1.69
154.69,162.4,6,2.34
141.87,248.15,3,5.02
372.24,266.75,6,5.5
254.38,218.58,3,5.13
347.56,251.69,0,3.94
27.27,268.71,0,3.26
365.95,166.95,6,2.44
63.44,230.96,0,3.17
354.83,163.87,0,1.29
306.61,208.08,3,4.3
219.81,179.76,6,5.49
305.33,160.51,9,1.9
264.39,156.79,9,1.74
242.74,220.76,3,5.3
87.49,211.68,3,4.86
263.51,220.39,6,11.3
259.99,169.4,6,2.29
139.24,162.31,3,1.4
292.26,263.39,6,6.62
268.63,188.31,6,6.86
193.19,288.88,0,2.33
180.22,187.68,0,2.13
343.01,263.67,9,5.02
333.46,248.37,3,4.98
178.36,234.53,6,9.19
179.47,239.36,9,5.83
103.25,246.86,6,7.59
163.96,197.27,9,5.84
138.6,249.45,9,5.47
12.63,241.05,0,3.58
32.05,241.75,0,3.67
190.53,174.54,3,1.65
3.73,282.09,6,4.44
182.26,184.32,0,1.93
0.99,256.73,9,5.31
209.13,157.21,9,1.64
399.34,286.85,6,4.43
0.91,254.56,9,5.34
362.15,178.57,6,4.58
147.34,212.43,3,4.58
379.98,225.57,0,3.17
42.64,252.39,0,3.86
41.83,240.84,6,8.54
321.92,221.09,9,6.56
299.46,154.05,3,1.2
101.25,166.11,9,2.29
112.37,154.48,6,1.67
247.14,251.62,0,4.09
282.15,171.36,9,2.91
292.35,292.65,3,3.97
144.19,261.13,3,4.48
163.49,211.14,6,10.9
81.99,212.68,6,11.65
363.31,160.51,6,1.58
260.13,243.5,0,3.71
365.45,151.12,9,1.28
107.47,214.85,6,11.06
263.62,220.99,3,5.17
28.83,275.85,6,4.72
275.79,240.56,0,3.71
252.92,161.28,0,1.27
324.96,271.72,9,4.41
351.65,225.85,6,11.63
266.63,204.56,9,6.48
160.77,224.03,0,3.17
95.02,254.35,6,6.71
193.6,207.63,3,4.12
2.35,256.38,9,5.22
267.29,254.7,0,3.97
115.55,171.39,3,1.33
310.43,283.14,9,3.39
335.33,186.7,6,6.17
180.34,228.37,9,6.15
5.76,173.25,0,1.61
386.01,200.22,0,2.42
46.35,155.53,0,0.79
181.52,247.28,0,3.82
101.31,204.18,3,3.58
294.97,221.36,3,5.39
366.57,218.42,9,6.69
56.03,168.35,0,1.12
142.13,224.21,3,5.57
65.45,234.88,0,3.32
252.04,281.99,3,4.25
110.44,190.2,9,5.11
36.48,179.55,6,4.63
174.23,253.58,6,6.85
60.57,279.36,3,4.07
253.05,232.78,6,10.21
334.33,175.59,3,1.61
173,269.13,0,3.09
148.06,167.02,6,2.64
87.82,201.63,3,3.44
195.54,250.29,0,4.07
129.44,234.25,6,9.83
82.57,216.11,6,12.24
341.02,222.49,3,5.37
382.2,258.55,9,5.26
304.08,236.35,9,5.8
359.42,164.22,0,1.4
164.74,199.93,0,2.44
213.38,203.02,6,10.43
311.83,226.9,6,10.93
31.45,223.68,9,6.46
67.88,242.38,9,5.8
341.7,223.89,9,6.29
247.26,239.64,6,8.91
376.27,288.32,6,4.52
294.75,260.1,0,3.52
294.58,206.38,6,10.69
282.59,240.98,6,8.83
32.63,299.32,3,4.08
322.98,158.4,6,1.72
315.44,203.16,6,10.71
311.77,189.71,9,4.75
254.57,240.91,6,8.81
170.36,219.82,9,6.75
374.73,218,6,10.91
67.64,260.45,9,5.08
30.78,222.42,6,10.7
76.75,262.06,0,3.38
73.51,184.32,9,4.21
186.59,241.19,9,5.57
186.28,287.27,9,2.94
272.54,191.88,9,5.3
217.8,178.89,3,1.65
25.97,219.12,9,6.67
117.08,241.33,9,5.55
280.46,190.22,3,1.74
393.67,177.1,9,3.23
31.35,252.39,9,5.6
92,222.28,6,11.15
260.78,164.85,6,2.37
90.02,181.94,9,3.96
213.44,255.54,0,3.82
254.38,165.08,3,1.43
200.97,249.95,3,4.78
10.26,255.19,0,3.66
101.86,199.58,0,2.18
83.07,152.1,9,1.25
238.51,222.21,6,10.13
48.7,186,9,4.47
242.31,196.36,6,8.96
55.8,151.47,6,1.27
98.34,289.12,3,4.11
10.57,230.82,9,5.87
257.6,211.07,0,2.59
14.8,222.14,0,2.98
276.42,240.42,3,5.38
368.94,189.43,9,5.14
292.1,273.44,3,4.29
48.84,249.24,0,4
323.14,253.37,0,3.82
313.33,201.62,9,6.15
181.32,210.3,0,2.56
177.03,284.47,3,4.07
113.95,256.87,6,7.65
28.83,275.85,0,2.69
71.87,245.81,0,3.79
363.61,245.74,0,3.74
109.05,257.36,0,3.62
8.37,259.18,9,5.15
61.56,227.67,6,11.34
94.4,151.68,9,1.21
273.3,251.48,0,3.93
99.35,195.25,3,2.64
306.88,223.96,0,3.05
280.46,217.72,9,6.9
356.09,159.45,3,1.14
248.43,279.07,9,3.72
236.14,281.39,0,2.49
108.92,215.48,0,2.79
177.5,251.06,6,6.72
223.36,181.59,6,5.73
244.13,257.22,0,3.46
65.71,201.13,0,2.45
311.21,212.06,3,4.6
231.4,272.99,3,4.15
130.5,223.84,3,5.54
280.99,239.71,0,3.57
164.69,286.43,9,2.82
211.86,163.17,0,1.18
195.87,245.88,9,5.46
148.26,181.03,0,1.82
92.17,177.16,3,1.6
250.34,174.44,0,1.61
261.86,175.89,3,1.61
276.94,211.08,3,4.68
131.74,161.63,9,1.96
370.23,206.52,6,10.62
308.16,234.39,0,3.38
10.44,195.52,9,5.7
345.47,266.33,9,4.68
163.96,287.34,6,4.86
134.76,242.8,0,3.51
164.15,157.42,6,2.23
359.55,279.42,9,3.62
321.47,158.12,0,1.08
229.55,287.62,3,3.97
231.52,209.5,3,4.31
282.22,283.84,9,3.09
164.16,197.2,0,2.18
312.73,157.05,3,1.14
97.6,165.76,6,2.56
383.83,272.98,0,2.87
342.28,212.4,0,2.81
7.29,175.98,0,1.73
331.25,244.76,9,5.56
73.52,194.05,9,5.36
224.67,226.69,9,6.3
393.59,236,0,3.54
75.21,161.07,9,1.86
318.38,175.14,9,3.16
382.65,289.79,6,4.69
136.81,208.69,9,7.06
230.69,229.42,9,6.06
294.36,151.96,9,1.22
359.22,209.74,0,2.81
378.38,248.26,9,5.55
249.66,213.87,0,2.82
256.73,289.94,3,3.83
390.35,272.84,6,5.56
251.16,192.86,6,8.27
273.73,289.34,3,3.98
356.21,195.17,0,2.23
148.06,167.02,0,1.48
196.91,246.16,6,7.18
342.18,173.53,0,1.52
78.66,221.29,3,5.32
141.85,224.8,0,3.02
9.99,234.04,3,5.87
68.93,191.81,0,2.06
242.57,164.29,0,1.16
224.83,181.44,3,1.68
7.66,219.18,3,5.2
327.5,244.1,3,5.28
149.57,185.79,3,1.77
323.36,152.45,0,0.76
374.98,245.46,9,5.63
26.66,275.22,6,5.32
307.72,272,6,5.39
38.21,259.74,6,6.66
358.23,240.2,3,5.4
115.3,187.4,9,4.71
185.01,193.84,0,2.12
129.87,273.61,6,4.83
63.03,268.64,9,4.84
78.52,297.82,3,4.06
326.33,227.74,0,3.12
172.78,151.26,6,0.94
95.82,160.58,0,1.2
194.82,268.15,0,3.11
117.79,214.15,6,11.65
324.75,299.85,3,3.91
379.55,152.31,6,0.8
267.45,278.72,9,3.49
399.17,223.82,0,2.99
212.92,243.65,3,5.2
360.17,163.45,0,1.29
188.63,199.86,0,2.34
84.2,224.44,3,5.56
37.24,163.31,0,1.22
69.35,196.92,6,9.73
271.21,229.98,6,10.03
53.39,288.95,6,5.18
154.03,189.57,9,4.98
39.23,273.4,0,2.87
31.77,261.85,0,3.61
238.26,199.79,6,9.68
165.27,248.9,3,4.81
1.67,289.79,3,3.83
173.54,174.02,0,1.57
33.4,181.45,0,1.74
207.52,159.52,0,1.06
319.09,229.91,3,5.88
52.69,280.83,6,4.35
77.82,285.31,9,3.15
157.24,165.9,6,1.5
83.74,193.49,0,2.25
385.63,155.78,3,1.11
5.2,212.89,0,2.89
110.35,160.37,9,1.85
321.14,207.43,6,10.71
149.38,248.6,3,4.89
58.98,286.36,6,4.72
133.29,282.51,9,3.27
312.51,219.33,9,6.55
305.74,215.43,3,4.77
114.36,279.56,0,2.55
348.3,252.81,6,6.56
88.24,286.64,6,5.36
352.38,265.21,9,4.96
142.27,217.58,0,3.03
29.4,247.42,0,3.83
374.64,249.1,6,8.08
281.63,189.22,0,2.11
182.84,278.09,9,3.93
178.96,194.47,0,2.07
80.21,237.96,6,9.9
124.52,257.15,0,3.66
72.65,178.14,3,1.55
276.82,293.17,3,3.88
46.83,180.05,6,3.99
166.24,214.92,9,6.88
18.23,220.04,9,6.6
205.69,151.89,6,1.54
376.48,182.29,9,4.04
284.85,270.36,3,4.25
335.67,233.89,3,5.79
161.19,267.45,0,3.28
95.02,254.35,0,3.73
182.48,274.03,9,4.34
147.31,152.73,9,1.28
66.51,217.09,0,2.93
85.6,299.62,3,4.04
25.88,284.96,9,3.33
312.09,282.23,9,3.38
337.95,176.33,0,1.78
295.67,242.8,9,5.67
300.96,250.7,3,4.83
113,174.01,3,1.57
37.99,271.49,3,4.39
183.92,269.97,0,3.09
109.86,242.59,9,5.63
155.47,154.2,0,0.9
339.69,165.34,0,1.35
245.46,275.54,3,4.12
99.6,152.66,9,1.2
190.76,169.51,3,1.4
37.07,224.73,9,6.19
176.06,152.73,0,0.92
363.38,204.98,6,11.19
21.34,217.61,3,5.03
166.46,272.14,0,2.82
161,178.15,9,3.52
79.87,151.82,0,0.75
78.1,166.39,6,3.18
158.4,293.85,3,3.94
153.11,287.17,3,4.03
210.19,268.03,3,4.21
179.38,179.06,6,4.26
249.7,202.46,6,9.54
225.56,166.32,9,2.2
246.71,221.65,9,6.55
172.66,195.8,6,10.13
52.21,169.82,9,2.47
2.02,164.57,6,2.12
298.99,193.91,6,8.32
322.79,166.81,3,1.37
3.99,204.25,3,3.8
94.37,232.5,9,5.9
7.66,235.62,3,5.8
215.66,257.08,6,6.12
209.21,182.85,9,4.15
60.02,273.54,6,5.14
222.62,251.34,9,5.3
91.23,258.83,6,6.38
92.53,261.01,9,5.09
99.4,203.37,0,2.76
360.38,213.48,3,4.79
236.33,170.24,6,2.43
141.37,259.25,6,6.44
42.84,200.22,9,6.2
127.5,222.98,6,11.43
165.79,158.19,9,1.75
340.87,188.59,0,2.04
24.92,270.81,6,5.98
253.39,214.99,0,2.98
118.12,158.78,3,1.1
130.7,198.4,3,2.91
73.79,287.69,6,4.62
44.4,150.23,3,1.16
271.03,161.91,6,1.12
326.38,279.63,6,5.83
133.62,185.04,3,1.8
379.08,150.38,3,0.99
347.31,243.99,6,8.49
267.1,218.96,3,5.19
189.58,191.67,0,2.1
381.95,172.69,6,2.71
57.2,229.76,3,5.81
55.53,191.32,0,2.15
284.69,168.16,3,1.5
34.34,217.79,9,6.86
112.65,237.04,3,5.33
149.32,210.93,0,2.71
354.64,271.51,0,2.78
101.16,242.17,9,6.01
171.6,177.8,0,1.87
359.21,256.24,0,3.75
202.89,249.52,0,4.09
5.82,189.43,0,2.05
350.23,203.72,9,6.56
224.92,263.6,6,6.49
142.64,270.44,3,4.2
119.94,269.55,9,4.58
381.95,172.69,0,1.48
272.6,199.65,0,2.56
25.68,222.21,9,6.64
325.87,248.45,3,5.03
377.85,251.41,0,4.05
106.02,276.9,0,2.89
184.22,155.95,9,1.75
245.52,250.71,9,5.46
183.3,175.35,0,1.65
238.78,298.2,3,3.96
78.31,256.03,0,3.69
313.39,282.14,3,4.19
67.05,248.12,6,8
150.78,201.76,0,2.55
60.97,264.65,6,6.15
204.33,251.41,9,5.39
17.26,183.06,0,1.74
398.73,201.69,9,6.38
346.47,150.49,6,1.84
49.72,200.29,6,9.65
355.27,162.4,9,2.07
115.78,262.03,3,4.52
40.59,164.43,6,2.1
51.82,175.98,9,3.34
95.06,161.07,0,1.07
31.58,237.72,3,5.62
93.63,235.93,9,5.87
19.99,167.41,3,1.44
126.51,154.95,3,1.12
0.01,270.29,3,4.22
388.25,161.77,9,1.72
3.91,239.85,0,3.69
109.66,261.78,0,3.47
331.96,170.17,9,2.52
204.67,194.26,6,8.39
79.69,159.38,3,1.45
100.02,166.04,9,2.22
346.81,244.55,6,7.61
64.49,247.25,3,5.06
324.06,298.27,3,4.11
3.91,236,9,6.05
360.15,232.08,9,6.07
291.6,155.25,0,1.07
183.65,190.62,6,7.73
214.12,272.56,6,3.97
92.58,258.62,9,5.1
245.36,226.06,0,3.2
330.88,216.18,9,7.02
170.2,244.2,0,3.62
118.57,230.33,9,5.97
327.11,280.97,6,4.33
148.02,185.44,9,4.44
226.05,205.82,0,2.64
182.07,218.88,3,5.12
247.67,273.51,3,4.23
344.85,228.58,6,10.6
34.79,228.86,6,10.39
198.55,218.49,6,10.43
206.24,250.22,6,7.88
88.06,208.97,9,7
83.74,193.49,6,8.52
328.48,206.66,9,6.83
291.74,177.31,3,1.68
140.25,240.14,0,3.66
170.84,158.75,0,1.33
44.02,158.61,6,0.63
139.3,189.85,6,7.19
108.44,189.39,3,1.61
1.85,207.5,6,11.68
127.03,154.13,3,1.2
142.75,197.87,3,2.73
262.65,172.66,3,1.61
304.98,203.65,0,2.51
305.75,276.83,6,5.14
83.62,245.75,3,5.29
265.42,254.42,9,5.16
375.34,200.43,6,10.01
368.75,153.85,0,1.03
178.12,246.37,6,7.62
351.45,230.19,6,10.08
247.29,180.26,6,4.79
35.65,265.14,0,3.14
120.35,160.02,6,1.51
10.84,211.49,0,2.74
64.65,164.15,6,2.35
92.78,184.53,9,4.15
215.99,232.29,6,9.67
186.24,170.03,0,1.49
396.02,168.28,0,1.43
347.45,236.84,6,9.02
377.86,228.51,9,5.87
308,170.73,0,1.61
224.26,285.31,6,4.52
375.83,281.54,3,3.94
387.55,233.83,6,9.89
208.55,297.67,3,3.98
326.74,216.81,9,6.84
350.98,228.23,0,3.15
310.57,177.52,0,1.91
244,189.24,3,1.85
25.32,176.33,9,3.08
38.22,205.19,9,6.91
194.35,256.73,6,6.53
153.67,197.41,9,5.77
221.69,283.07,0,2.55
38.69,251.83,9,5.55
192.46,198.95,6,9.46
54.58,261.01,6,6.62
122.86,224.45,9,6.24
344.85,228.58,0,3.23
90.57,204.42,9,6.81
268.85,160.93,6,2.42
358.63,297.75,3,4.11
292.96,200.35,3,2.99
211.86,163.17,6,1.27
91.84,199.97,3,3.12
295.76,270.18,9,5.03
112.24,291.6,3,4.04
157,238.66,0,3.54
171.48,171.01,3,1.53
24.58,278.99,3,4.12
360.01,216.32,0,2.79
197.05,181.87,6,4.92
286.04,217.46,3,4.98
354.64,152.17,9,1.41
233.95,272.14,9,4.44
293.65,156.3,9,1.78
78.41,220.88,9,6.71
147.83,207.03,3,4.04
279.01,167.79,9,2.28
346.57,293.02,3,3.84
13.76,152.94,6,1.25
309.85,277.67,0,2.63
145.45,159.66,6,1.8
249.87,277.32,0,2.69
101.38,168.84,9,2.28
20.67,171.01,6,2.47
180.71,259.88,6,6.12
306.23,163.73,9,2.19
138.27,191.53,0,2.18
36.12,161.49,6,2.01
238.51,222.21,0,2.84
332.68,288.04,6,3.24
218.68,260.59,0,3.39
56.34,208.27,0,2.55
273.3,251.48,6,7.33
351.41,253.09,0,3.83
279.08,172.9,9,2.86
7.73,160.28,3,1.22
332.09,212.47,6,11.85
136.43,162.61,0,1.3
2.78,158.96,0,1.12
42.79,232.43,0,3.29
82.06,209.81,6,11.9
96.99,194.61,6,8.59
232.03,228.09,6,10.52
99.39,218.49,9,6.8
396.02,168.28,6,2.37
159.4,174.09,6,3.27
92.55,249.87,3,4.93
209.9,151.19,0,0.87
91.46,187.96,6,7.14
181.82,183.76,0,1.75
205.64,251.9,3,4.6
157.37,215.9,9,7.02
395.23,166.88,9,2.29
351.73,249.72,3,4.88
95.08,288.18,9,2.59
306.82,211.7,9,7.12
256.56,281.32,9,3.59
363.31,160.51,0,1.19
325.16,187.12,6,6.98
127.2,158.54,0,1.24
209.8,197.13,6,8.97
321.06,288.74,0,2.11
118.54,243.95,3,4.96
57,239.5,0,3.6
98.89,246.23,0,4
347.96,207.01,0,2.71
292.35,200.36,6,9.81
225,188.1,9,4.92
118.64,288.67,3,4.12
225.94,210.09,6,10.93
289.91,222.63,0,2.87
312.25,179.11,3,1.73
317.26,167.63,3,1.5
105.3,230.82,3,5.91
98.74,298.87,3,4.1
218.25,175.42,6,4
335.92,287.41,0,2.36
321.8,207.78,3,4.27
334.12,161.56,0,1.25
222.17,187.33,6,6.11
64.55,200.5,3,3.18
248.94,168.68,3,1.51
238.66,170.8,9,2.71
279.13,268.11,3,4.39
327.13,166.67,9,2.32
373.55,249.38,0,4.03
