Concentration,Temperature,Dose(mol%),Response
155.09,249.56,12,47.58
62.82,247.29,3,71.13
34.37,362.46,0,1.85
173.04,201.03,1,21.75
93.55,138.28,3,89.61
61.94,36.48,1,4.11
136.27,344.05,3,109.33
62.73,304.6,3,67.54
60.11,361.02,1,3.73
134.6,242.26,0,7.49
115.61,278.52,3,100.14
90.05,179.44,12,32.7
138.19,216.7,0,7.63
82.17,298.18,1,6.15
189.23,236.14,1,23.46
163.67,162.72,0,9.03
126.81,297.4,3,98.01
147.74,399.56,0,8.19
133.82,278.57,0,7.57
89.61,255.34,12,32.21
128.04,180.06,12,42.38
198.95,198.58,1,25.04
116.31,161.44,0,6.13
160.61,357.1,12,48.62
193.78,256.93,3,163.99
181.62,306.71,12,50.6
155.53,76.23,12,47.94
89.34,314.08,0,4.09
32.62,255.02,3,49.66
76.74,256.35,3,78.02
93.63,72.64,3,89.55
122.87,106.24,1,13.97
52.05,108.33,3,65.66
130.84,398.85,1,16.39
85.58,203.04,1,6.64
57.04,384.48,1,3.8
152.73,263.55,1,20.13
121.82,52.15,12,40.8
148.44,82.34,1,19.84
181.7,60.07,1,21.99
142.57,290.87,1,18.55
189.84,88.18,0,9.75
130.14,201.25,0,7.13
158.77,236.8,12,47.7
193.43,38.99,12,51.9
175.66,48.55,3,143.14
158.07,91.75,0,8.87
106.5,333.97,1,11.47
169.27,312.81,1,22.18
126.55,177.57,0,6.58
189.49,35.37,12,49.83
130.58,343.51,0,6.8
152.99,42.64,3,120.57
144.06,364.95,1,18.26
65.36,131.67,12,26.36
159.29,165.42,3,126.36
160.17,385.17,1,20.3
115.26,238.51,1,11.48
171.55,316.01,1,22.63
169.18,171.99,0,9.34
40.06,204.84,3,55.7
107.12,393.25,12,36.85
27.1,324.18,12,21.35
72.45,47.19,12,28.9
46.1,381.57,1,2.67
53.98,23.81,0,2.28
198.07,269.56,12,51.6
72.8,45.42,3,78.01
42.33,290.45,12,22.68
74.81,223.49,12,28.88
34.54,30.79,1,2.18
137.41,130.58,1,16.49
162.18,38.21,3,131.21
185.47,307.74,12,51.2
122.44,214.79,1,14.02
86.11,309.6,0,4.23
68.25,185.18,12,27.27
140.03,264.96,12,45.71
99.06,315.02,0,4.71
109.57,287.62,3,93.71
28.41,176.06,1,2.05
184.59,309.85,3,151.29
61.51,131.47,1,4.25
165.86,216.0,3,133.35
28.85,344.06,0,1.31
156.14,151.91,3,126.19
189.49,92.55,0,9.95
144.23,276.94,0,7.38
58.7,321.39,1,3.95
89.69,30.24,0,4.52
46.71,239.59,0,1.96
185.82,135.31,3,154.04
71.49,399.89,3,72.85
48.46,180.35,12,24.14
70.09,10.55,3,76.96
36.12,344.29,3,51.1
161.66,328.95,0,8.68
38.83,180.14,0,2.15
71.14,48.47,12,27.66
55.73,365.31,0,2.56
176.89,354.64,3,141.66
104.05,389.65,12,35.48
135.39,206.74,12,45.13
175.31,278.01,3,143.69
86.72,395.98,1,7.64
37.69,328.65,0,2.19
69.56,290.29,3,73.51
194.48,107.93,3,162.99
189.76,254.52,1,23.18
88.73,80.65,3,84.61
77.53,67.57,3,80.93
50.21,192.82,0,1.97
158.85,279.06,12,48.25
156.84,232.07,1,20.59
79.98,14.67,1,6.42
100.64,160.31,3,90.98
75.69,259.13,0,3.93
136.53,334.45,0,7.15
171.37,289.84,0,9.03
141.7,398.53,3,115.0
72.62,247.25,1,4.2
38.83,95.06,3,52.34
129.09,283.27,1,14.67
41.11,103.18,1,2.4
163.76,54.58,3,133.14
170.5,367.76,3,134.25
68.16,154.62,0,3.42
190.9,293.23,3,158.16
173.65,373.28,0,9.75
125.33,281.11,12,41.77
134.52,46.16,0,7.38
163.14,242.84,1,20.55
27.71,68.21,3,48.2
43.56,260.78,3,60.98
70.87,335.33,3,74.33
93.2,256.46,1,8.56
179.51,229.24,12,49.77
120.95,88.19,1,13.51
94.86,278.66,1,8.49
57.83,127.59,3,67.54
148.7,92.39,12,47.38
100.2,26.28,3,93.33
39.79,130.04,0,1.94
59.67,343.37,1,3.13
109.83,190.42,3,92.28
106.15,216.65,1,10.64
96.79,321.14,3,89.17
136.88,133.45,0,7.47
110.97,281.95,0,5.92
108.6,277.84,0,6.06
187.31,264.71,0,9.84
188.01,70.97,3,157.59
32.27,363.69,0,0.93
29.9,35.4,3,44.83
54.33,16.29,1,3.31
91.71,252.37,0,4.67
67.63,112.39,3,72.01
56.08,256.97,3,66.16
178.99,178.24,12,50.24
113.24,264.73,12,38.96
34.8,73.69,0,1.68
78.49,319.76,1,6.16
85.84,279.99,12,31.09
177.94,295.34,12,49.96
181.18,263.74,1,22.91
47.76,246.0,3,61.09
60.81,181.6,0,2.27
56.34,376.09,1,3.77
134.25,57.44,12,43.6
29.73,239.16,3,48.41
161.39,335.94,3,132.38
195.01,33.65,0,9.96
136.18,41.59,12,45.5
71.4,325.16,3,77.4
104.4,136.73,1,10.47
176.8,279.31,12,49.43
83.92,209.8,3,82.25
175.84,40.42,1,22.6
159.12,286.46,1,20.65
52.75,69.32,1,3.05
199.39,244.09,1,25.43
78.49,1.53,0,3.23
146.86,355.25,0,8.05
75.95,355.56,12,29.67
75.16,44.75,12,29.51
169.53,159.15,0,9.46
146.77,29.4,1,18.49
137.49,207.08,3,106.33
147.56,66.82,3,114.15
161.31,164.41,1,20.32
197.11,73.79,3,164.72
51.0,14.69,0,2.6
105.89,306.18,12,35.77
147.04,134.8,3,115.14
46.1,3.28,12,22.33
67.2,377.62,0,3.53
75.08,158.62,1,5.87
28.41,273.87,12,20.97
66.32,92.79,12,27.62
37.26,384.98,3,53.73
92.93,97.32,12,32.75
89.96,299.04,1,7.48
147.91,378.97,12,46.7
91.18,199.92,12,32.95
140.73,118.2,12,46.06
67.37,233.73,3,72.52
32.62,236.25,12,20.79
194.05,72.47,0,10.58
57.92,337.95,1,4.22
112.37,380.09,3,94.82
83.39,64.27,1,7.63
54.85,189.39,3,68.01
120.51,259.86,3,98.49
145.55,205.93,1,19.09
32.0,345.24,3,48.0
93.72,96.79,0,4.42
33.67,281.09,12,22.27
84.62,334.19,0,3.85
137.14,280.99,1,16.75
168.66,336.81,3,139.48
43.73,138.2,12,21.83
26.4,121.7,1,1.36
119.72,167.03,1,13.06
119.37,87.3,3,101.2
58.0,315.59,0,2.08
44.17,45.03,0,1.86
71.49,399.89,1,4.48
101.69,199.02,0,4.78
47.24,93.72,12,23.34
59.14,149.82,0,1.98
171.81,161.19,1,22.62
65.27,47.01,1,5.59
32.18,132.36,3,51.56
111.14,244.9,12,38.47
168.31,60.97,3,137.16
51.09,195.27,12,24.88
122.96,51.81,3,101.45
160.96,202.2,0,9.62
44.87,157.24,1,2.14
36.91,207.52,3,51.39
181.53,26.66,1,23.06
55.64,254.44,0,2.69
159.82,207.73,12,48.56
173.47,12.08,12,49.59
100.11,14.41,0,5.31
173.3,147.01,3,141.55
145.55,205.93,3,116.87
153.51,348.3,1,19.28
117.01,193.22,0,5.9
68.16,75.25,3,72.72
177.68,2.75,0,9.33
182.23,286.53,1,22.82
181.0,184.59,3,145.99
192.21,15.71,0,9.65
122.17,5.78,12,41.04
121.74,173.76,0,6.54
35.59,358.44,1,1.81
109.74,226.56,3,95.04
84.79,151.64,0,4.18
111.14,218.57,0,5.21
60.02,179.95,12,26.21
30.34,108.54,1,1.94
69.38,329.01,3,73.35
113.86,133.62,0,6.21
110.53,219.24,12,37.58
150.8,329.22,12,46.72
134.43,318.61,1,16.43
149.84,1.98,1,20.49
183.8,40.77,12,50.73
184.77,33.88,0,10.23
89.17,383.12,0,3.97
196.32,44.15,12,50.59
54.06,5.76,1,3.39
63.34,216.56,0,2.6
134.95,80.21,3,110.51
135.13,274.13,12,44.61
61.77,17.35,12,26.72
64.74,232.19,0,3.01
124.89,216.37,12,41.76
122.7,36.59,3,104.07
183.8,32.87,3,151.27
47.15,126.77,1,3.29
151.59,277.05,3,118.53
34.89,185.99,12,20.86
43.47,312.39,12,22.53
96.35,207.54,1,7.95
69.56,290.29,1,4.68
91.27,213.38,3,87.48
184.24,139.1,12,49.89
69.03,325.52,1,5.31
124.19,262.39,12,42.15
99.15,398.75,1,10.31
192.91,376.26,12,51.3
39.71,16.31,1,2.32
194.48,166.88,0,10.5
67.81,356.11,1,5.34
86.54,53.77,3,81.65
84.44,346.2,3,85.83
139.51,147.83,0,8.14
53.71,25.67,12,24.7
111.84,108.86,1,11.49
169.71,68.28,0,9.05
45.66,356.92,0,1.99
70.61,7.81,12,28.2
65.18,70.94,12,26.74
123.66,289.58,12,41.79
54.15,46.43,3,65.8
153.95,161.66,3,121.98
57.57,37.78,3,71.84
150.63,155.69,0,8.57
39.53,253.66,0,1.55
100.81,59.19,12,34.78
184.77,212.12,1,23.48
66.15,4.86,3,72.85
128.13,304.41,3,100.27
152.29,12.15,3,121.42
93.72,221.99,12,33.24
195.62,93.53,0,9.77
152.03,247.14,1,20.57
150.54,55.86,3,118.2
147.74,14.67,3,118.74
94.6,348.85,3,91.08
59.75,336.7,12,24.89
90.13,393.73,12,32.53
113.51,115.05,0,6.27
199.39,300.99,0,9.62
132.5,393.59,1,16.34
163.67,44.79,12,48.44
179.43,197.13,0,9.77
74.72,361.66,3,74.12
138.19,187.38,12,45.25
70.17,150.59,1,5.41
199.21,306.21,3,168.81
111.06,30.06,3,95.44
128.48,253.05,1,15.48
89.87,330.78,12,32.98
61.94,28.8,12,26.6
45.4,197.01,3,59.46
43.65,385.12,0,1.78
150.01,345.77,0,8.4
58.44,381.63,12,25.38
189.41,119.02,1,22.91
149.31,305.74,0,8.04
61.68,300.95,1,4.24
155.97,247.8,1,21.18
34.98,253.36,3,50.8
158.85,175.9,0,8.44
26.93,60.49,12,19.95
169.36,193.51,12,49.86
143.18,85.97,0,7.69
165.33,142.0,1,20.76
192.12,225.74,12,50.93
58.09,178.57,0,2.36
149.14,180.88,1,20.08
98.89,59.47,1,9.13
145.81,57.46,12,45.52
102.3,41.64,3,94.82
52.84,62.57,1,3.38
188.62,290.39,3,155.8
168.57,75.93,12,49.31
50.21,148.88,12,24.73
165.42,27.77,3,132.45
157.28,26.81,0,8.41
49.77,18.26,0,1.84
158.15,373.43,12,48.37
91.1,317.61,1,9.27
102.65,163.76,0,5.54
90.31,276.03,12,32.54
126.38,348.74,3,102.95
123.84,335.4,0,6.46
112.89,228.7,0,6.0
72.36,306.45,0,2.84
175.93,19.37,12,49.91
35.86,91.17,3,53.16
172.86,7.66,0,9.39
169.18,330.43,1,22.06
32.97,285.3,1,2.63
140.91,390.35,1,17.64
91.1,317.61,3,92.28
93.98,353.75,12,33.52
91.71,365.98,12,32.99
199.47,54.14,1,25.2
122.0,278.41,1,13.38
167.08,383.05,1,21.01
41.81,360.17,3,57.89
46.62,386.66,1,2.42
130.58,273.32,1,15.11
129.0,120.39,3,103.98
196.24,311.85,12,51.94
56.17,10.6,1,3.58
147.47,282.71,3,114.87
114.91,337.82,3,97.01
82.6,230.25,12,31.5
107.47,260.57,1,11.05
179.6,238.43,0,9.41
152.64,86.27,1,20.43
66.58,397.19,1,4.63
116.57,93.18,1,12.91
183.1,264.55,1,23.21
77.61,111.44,1,5.6
79.89,274.81,0,3.86
132.07,7.65,0,7.34
79.28,73.81,1,5.9
198.77,32.24,1,25.02
71.22,22.55,1,5.41
53.71,254.56,0,2.5
59.75,10.18,0,2.26
61.51,131.47,3,71.21
77.09,294.28,12,29.27
73.67,279.93,12,28.85
60.11,283.88,12,25.64
55.82,45.44,12,26.15
85.49,116.81,12,31.3
107.9,203.56,0,4.59
50.3,78.44,0,2.58
190.63,320.03,3,157.76
93.81,118.96,12,33.53
103.88,117.61,12,36.53
193.96,191.72,12,52.28
84.97,222.71,3,85.01
152.03,157.34,12,47.45
163.32,92.78,1,21.04
86.46,50.22,0,4.66
124.1,373.08,0,6.08
183.54,81.01,12,50.51
172.51,226.31,0,9.17
167.26,276.0,1,21.9
179.43,4.93,12,49.59
152.03,247.14,3,123.43
152.46,275.81,3,121.97
156.23,294.97,0,8.51
147.91,265.52,3,118.49
190.81,292.6,0,9.93
39.36,36.12,3,57.14
38.39,195.78,1,2.51
145.11,341.75,1,17.8
171.46,44.64,0,9.62
91.71,99.4,1,9.32
85.67,96.96,1,7.5
52.31,10.14,3,67.85
176.98,264.77,0,9.47
134.87,333.04,12,44.4
68.86,389.87,12,27.77
122.52,237.18,3,99.51
181.97,272.09,3,151.31
187.83,325.87,0,9.83
180.48,328.39,0,9.19
196.5,314.26,3,164.94
131.72,292.96,0,7.33
128.3,44.17,0,7.17
123.31,323.81,1,13.38
65.71,149.95,1,4.55
67.72,361.38,12,27.47
166.21,129.73,3,134.05
125.06,215.33,0,6.48
94.16,14.52,12,32.75
79.01,108.16,0,3.63
199.91,138.24,12,50.8
169.97,314.31,12,48.84
54.59,189.67,1,3.62
134.69,50.07,1,16.5
78.14,145.71,3,77.27
114.03,161.81,0,5.06
162.01,169.5,1,20.66
105.02,162.49,12,35.95
121.12,297.39,12,41.03
156.32,114.61,0,8.98
149.31,300.68,12,46.77
140.65,26.59,0,7.42
91.01,55.71,3,85.07
25.61,346.47,1,2.21
135.31,107.6,1,16.72
68.77,331.01,0,3.19
172.86,0.18,12,49.08
104.58,151.88,3,97.79
84.09,331.71,12,31.09
146.16,13.47,0,8.36
112.19,366.93,1,12.59
40.76,30.72,12,21.69
88.82,65.46,3,84.18
82.43,113.51,3,82.19
73.5,28.93,0,3.02
141.35,268.46,0,7.98
143.01,125.53,0,8.04
127.78,253.6,1,14.5
39.53,268.42,12,22.91
110.36,10.08,0,5.69
196.06,399.34,3,162.87
129.61,202.25,0,6.41
143.27,231.47,1,17.2
98.01,199.35,1,8.9
176.45,180.03,12,50.13
154.39,195.4,0,8.86
31.3,93.85,12,21.39
162.97,9.46,1,20.09
174.44,110.99,0,9.91
77.61,111.44,3,77.62
102.39,274.04,12,35.32
92.67,158.91,1,8.66
30.17,130.13,3,48.7
116.75,183.2,12,39.35
70.44,289.08,0,2.85
53.54,303.11,12,24.23
157.89,97.39,1,19.84
26.58,172.78,1,1.42
184.24,152.78,1,22.7
109.83,190.42,1,10.49
62.47,140.37,3,73.6
53.71,167.84,3,68.18
189.41,386.92,12,50.95
27.8,26.02,1,1.92
60.81,36.51,3,71.65
136.18,277.99,1,17.17
173.82,386.33,3,142.53
138.54,85.82,12,45.58
76.83,221.0,0,3.46
82.52,340.14,0,4.08
125.94,272.06,3,98.03
137.67,321.42,0,7.44
51.26,20.67,3,64.0
78.23,201.37,1,5.26
35.16,176.13,0,1.61
148.0,189.85,3,115.05
139.86,219.04,1,18.09
37.78,183.71,0,1.26
110.27,153.74,0,5.92
103.88,10.61,3,92.45
78.31,144.55,12,28.85
110.27,264.62,12,38.18
88.03,375.34,1,7.68
40.23,258.07,1,2.61
101.6,190.53,0,4.78
156.84,389.35,0,8.75
177.68,361.25,12,49.72
34.37,226.95,12,20.76
146.42,376.55,12,45.51
181.0,4.32,0,9.44
92.41,30.5,0,4.38
78.05,82.53,1,5.74
166.38,34.81,0,9.36
129.09,315.72,0,7.48
35.59,358.44,3,49.93
90.31,231.32,0,4.38
71.31,399.13,0,2.82
195.62,10.06,12,51.2
54.68,167.58,0,2.13
38.22,221.93,12,22.7
103.26,60.64,0,5.32
97.66,256.04,12,35.48
156.49,398.9,0,8.65
49.77,37.59,1,2.27
32.09,383.96,12,20.84
47.5,193.45,12,23.81
92.67,341.14,12,34.3
132.94,60.13,12,44.14
91.88,13.41,3,89.75
143.27,274.25,12,46.2
101.95,338.09,12,35.33
162.62,294.75,3,131.21
159.2,224.07,12,46.9
54.06,55.29,12,24.52
52.58,52.6,0,2.37
162.36,344.88,0,9.21
200.0,138.5,12,50.88
98.27,144.96,1,8.46
71.05,165.93,3,72.69
159.99,226.92,3,131.32
162.36,180.71,1,20.57
44.35,227.32,1,1.72
131.45,131.88,12,43.79
170.59,13.96,0,9.43
183.37,162.71,12,51.16
121.56,173.61,0,6.75
105.89,148.38,0,5.38
58.09,325.79,3,73.59
78.93,176.71,12,29.73
188.79,85.4,1,23.58
197.37,10.48,1,25.18
120.25,396.47,3,97.96
180.83,204.04,12,50.14
151.5,70.86,3,118.2
115.96,126.12,1,12.98
89.78,185.07,1,6.85
79.1,115.27,12,28.8
60.89,127.73,1,4.48
122.09,61.56,3,102.9
69.82,179.33,0,3.24
117.71,251.0,1,12.63
195.97,294.27,1,24.14
82.95,242.31,1,6.8
103.96,72.57,1,10.02
112.98,78.81,12,38.35
49.6,144.74,0,1.92
77.7,258.51,12,29.06
85.93,115.45,1,7.39
133.12,147.41,3,109.12
184.07,307.69,1,22.82
54.24,303.85,12,25.58
65.62,384.87,3,72.9
114.82,375.24,12,39.26
41.37,222.08,1,2.48
65.1,22.52,1,4.31
118.76,244.0,0,6.74
191.77,193.61,0,9.97
84.88,371.75,1,6.47
43.73,284.87,1,2.47
149.92,380.72,3,115.74
180.48,275.25,3,147.25
44.61,106.08,3,59.1
153.69,226.81,1,20.5
199.65,272.48,12,51.56
129.18,26.94,1,15.22
109.48,203.99,12,38.04
78.75,349.43,1,7.45
93.98,184.8,3,88.49
110.62,198.55,1,10.57
165.07,76.75,3,132.7
197.81,119.49,3,165.77
112.19,24.24,12,38.17
105.28,339.37,0,5.51
120.25,396.47,1,13.2
157.02,80.26,12,47.43
53.45,251.8,12,25.04
90.48,324.45,0,4.43
153.6,312.95,1,20.11
79.19,125.34,0,4.05
145.72,389.62,12,46.71
121.56,371.1,1,13.53
88.47,336.73,3,85.17
118.93,7.15,3,95.49
160.08,113.7,12,48.63
64.48,223.36,1,5.0
189.93,64.03,3,157.88
33.84,213.21,0,1.38
185.64,262.59,1,23.53
150.1,347.17,1,19.37
182.84,118.61,1,22.29
43.3,146.44,12,23.9
49.07,293.1,12,23.51
155.88,75.72,12,47.77
68.86,214.44,1,5.97
98.19,395.32,12,34.71
154.56,335.33,12,47.15
152.81,110.12,0,8.93
171.37,66.45,12,48.64
127.6,337.25,12,43.52
92.32,388.29,12,32.8
80.5,42.87,1,5.96
148.17,308.89,12,47.01
142.66,297.08,1,18.45
125.85,278.99,3,99.33
185.56,183.65,0,9.61
168.22,368.3,0,9.13
173.65,385.25,3,142.68
183.98,118.18,1,22.09
104.31,326.98,1,9.4
65.01,250.49,0,2.89
57.13,362.14,1,3.7
123.49,220.34,3,97.22
56.87,376.59,1,4.01
42.86,242.57,3,55.67
196.24,257.03,1,23.43
61.24,252.73,1,4.33
181.53,26.66,3,150.17
93.11,288.01,3,87.99
134.6,46.92,3,102.93
61.33,179.38,3,69.39
64.39,310.86,1,4.48
185.73,191.62,12,49.97
84.7,5.88,0,3.85
138.11,155.76,0,7.91
111.93,158.62,0,5.7
143.45,290.1,3,114.8
178.81,204.02,12,49.3
149.49,16.63,1,19.21
110.18,293.78,0,6.24
192.03,205.36,12,50.54
108.6,153.26,3,96.99
49.51,356.0,1,2.94
151.24,84.65,0,8.38
108.08,238.97,1,10.97
127.51,392.47,1,14.96
177.5,302.82,0,9.72
100.29,310.21,3,92.5
104.31,389.23,0,5.12
141.61,369.28,12,46.31
169.01,302.11,1,21.77
109.92,265.47,3,95.43
146.16,262.69,1,19.07
112.46,178.4,1,12.03
51.18,34.14,3,66.87
77.7,70.8,1,6.51
139.77,262.69,0,7.77
33.58,319.17,0,1.18
154.83,368.52,0,8.52
188.44,297.56,12,50.03
150.54,55.86,1,19.47
156.67,152.08,1,20.13
40.32,334.82,0,2.44
90.66,46.76,3,84.92
155.88,267.29,3,127.89
97.84,56.34,1,8.4
135.13,25.68,1,16.05
198.16,349.09,1,24.32
143.62,349.37,3,108.23
185.82,47.46,0,10.02
160.87,112.41,12,47.91
59.49,356.04,0,2.52
130.4,195.46,1,15.45
93.9,160.34,3,89.5
78.84,368.35,1,6.3
132.24,342.1,12,43.31
183.28,20.14,0,10.03
108.43,365.76,3,97.58
195.71,9.48,0,10.31
32.44,244.78,12,21.78
80.94,25.14,12,31.25
188.79,85.4,3,156.36
114.03,227.18,1,11.82
154.3,214.37,0,7.88
183.19,139.01,0,9.24
197.37,87.72,12,51.89
160.52,17.37,1,21.02
192.91,156.61,1,24.05
116.05,71.75,0,6.23
68.51,31.09,1,4.88
128.13,107.84,12,43.03
73.24,340.87,1,5.42
102.56,202.77,0,4.96
26.66,116.49,1,1.17
161.83,109.92,3,131.6
74.46,235.97,3,76.9
62.38,382.37,0,2.67
51.61,58.87,12,24.19
111.76,137.5,12,37.57
109.3,391.41,0,5.27
100.9,201.64,12,34.92
27.28,79.87,3,41.79
28.68,13.76,3,45.15
38.13,363.31,1,2.5
29.03,124.68,1,1.75
194.31,264.21,12,50.46
155.18,242.66,12,48.0
26.05,332.98,1,1.97
120.86,70.61,3,98.51
59.84,297.5,12,26.21
63.26,231.23,12,27.11
67.02,251.76,1,4.74
169.18,117.03,12,50.33
102.39,319.97,3,94.13
28.85,103.51,3,42.59
80.94,150.91,3,78.74
35.68,127.2,1,2.97
52.31,15.56,12,25.25
153.95,161.66,1,19.93
133.99,250.49,1,15.56
47.94,56.03,3,56.62
83.83,234.26,12,30.85
31.83,143.39,3,48.47
58.35,192.6,12,25.46
47.24,67.8,1,2.02
107.38,240.62,0,5.31
136.01,240.01,3,106.45
138.02,53.09,1,18.25
33.93,182.92,12,21.34
128.21,216.51,1,14.42
99.94,88.34,0,4.73
27.98,386.25,3,46.38
81.2,84.58,3,80.95
40.76,136.43,3,57.75
47.76,309.55,0,2.19
132.94,23.09,0,7.76
63.96,12.82,12,26.82
28.24,156.78,12,20.27
134.25,348.21,0,7.35
70.79,380.33,12,28.27
182.75,327.5,0,9.45
140.47,309.12,0,8.37
183.72,8.38,3,153.51
157.1,305.95,3,128.06
112.63,166.98,12,38.9
100.11,225.94,3,90.93
84.97,7.73,0,4.06
108.52,108.08,12,37.52
137.32,353.02,0,7.74
64.66,361.56,12,25.79
161.57,122.59,0,8.97
129.26,344.92,12,42.94
55.29,254.04,1,2.77
43.82,94.9,3,60.83
140.12,264.67,0,7.78
137.06,180.52,0,7.2
100.73,266.33,12,36.1
122.79,5.5,0,6.28
65.27,232.14,12,26.08
28.76,363.73,1,1.82
58.7,232.88,0,2.28
110.44,238.03,1,11.1
110.18,85.98,3,93.95
183.98,118.18,3,147.68
128.74,214.22,0,7.31
104.23,357.07,3,93.45
154.13,321.12,0,8.11
182.32,41.31,0,9.86
107.2,230.61,3,93.18
136.44,15.85,3,107.61
99.5,96.16,0,5.17
190.98,246.39,3,158.47
37.96,20.59,1,2.63
61.33,385.61,0,2.72
115.17,14.8,3,96.34
187.57,184.22,1,23.43
72.1,180.22,3,78.5
175.58,9.74,12,49.28
156.84,232.07,3,126.23
83.48,74.63,1,5.56
86.11,61.75,1,7.72
170.85,391.85,12,48.96
177.24,165.65,1,23.3
29.38,387.83,1,2.15
92.23,136.83,1,7.8
91.18,248.03,1,8.21
126.2,177.11,12,42.7
158.77,387.1,0,8.21
179.95,183.78,3,148.04
151.5,74.27,12,47.19
111.67,319.77,1,11.68
34.89,323.25,1,3.47
172.25,13.2,12,49.82
104.84,249.66,3,94.05
139.51,135.78,1,17.86
164.89,34.26,1,21.12
113.94,142.21,12,38.59
89.34,377.71,12,31.98
93.98,184.8,1,8.32
157.63,3.03,3,125.39
125.5,340.23,1,15.2
81.73,315.67,3,81.31
118.41,386.01,0,6.21
80.07,100.97,1,6.96
180.39,372.62,0,9.87
94.33,338.44,12,34.13
96.52,159.6,1,9.16
58.53,276.64,12,25.76
198.34,332.95,0,10.61
50.04,388.61,0,2.1
65.62,349.52,12,26.76
111.76,277.88,3,91.68
49.16,297.44,0,2.31
70.7,304.77,12,27.36
76.04,131.5,1,6.98
33.23,308.39,3,48.79
174.61,191.51,12,49.79
171.64,121.87,3,138.99
111.41,173.93,3,97.4
44.7,97.6,3,62.3
46.8,223.01,12,23.28
163.41,156.36,1,21.52
170.5,367.76,1,20.65
61.86,277.24,12,26.02
45.75,74.13,0,1.7
160.34,322.4,3,126.35
38.04,89.7,12,21.92
59.67,61.78,0,2.28
126.11,301.09,3,102.82
55.03,173.54,3,66.6
197.2,260.89,12,50.42
141.0,222.75,12,46.1
53.36,381.95,1,2.77
135.83,189.7,0,7.12
167.87,183.33,0,9.14
137.93,374.69,12,45.11
55.55,250.34,1,3.42
68.95,69.0,12,27.39
89.26,143.53,1,8.21
164.89,171.77,12,48.71
128.39,115.67,0,7.04
60.28,163.0,12,25.48
138.98,20.79,1,17.12
164.02,171.28,3,130.36
151.33,177.5,3,116.73
31.04,132.09,0,1.87
37.08,74.96,0,1.35
73.94,200.25,0,3.58
172.16,50.19,0,9.29
155.35,393.09,12,47.66
78.4,335.74,0,3.76
197.99,98.21,12,51.54
80.77,96.99,3,81.38
28.33,273.69,1,1.28
160.34,322.4,1,20.12
160.87,232.28,0,8.97
144.5,254.55,0,8.52
93.02,288.9,3,87.6
100.55,232.65,0,5.19
177.41,293.45,3,145.08
43.21,2.02,3,59.78
192.73,354.48,3,159.16
197.64,109.23,1,24.97
175.14,124.75,0,9.48
114.64,377.71,3,100.14
74.55,166.08,12,28.25
62.56,355.36,0,2.6
177.41,293.45,1,22.38
183.1,172.49,0,9.84
151.68,286.04,0,8.12
76.56,285.58,0,3.44
34.02,203.43,1,1.8
152.29,376.68,0,7.52
75.6,196.85,1,5.04
89.26,377.09,0,4.84
76.39,216.05,12,29.94
197.81,108.6,0,10.29
51.09,249.16,1,3.43
192.3,350.66,1,25.18
158.42,67.0,0,8.56
153.6,6.08,12,48.12
28.94,265.01,1,1.61
58.97,282.23,0,2.79
173.39,27.27,3,145.26
139.16,88.04,0,7.92
128.65,41.0,3,100.65
163.93,21.44,12,48.44
34.63,115.9,1,1.26
88.91,65.71,1,7.74
88.12,72.49,3,81.93
179.08,200.06,12,49.37
149.05,261.42,12,46.56
82.25,307.03,0,3.6
89.08,324.63,12,31.95
163.23,218.68,1,20.52
46.54,41.0,12,23.51
191.16,216.12,0,10.18
26.49,359.93,0,0.92
95.47,315.7,12,33.28
72.71,143.27,1,5.05
191.95,321.98,12,50.79
73.41,379.08,0,3.39
49.16,319.32,3,64.63
160.96,353.68,3,127.3
153.86,243.88,0,8.5
32.35,124.39,3,47.15
157.8,64.55,12,48.11
176.01,24.92,3,146.18
36.64,135.05,1,2.55
193.96,231.99,3,159.5
150.98,269.37,3,120.45
186.96,114.36,1,23.17
80.24,281.54,0,3.81
50.74,50.82,3,66.1
102.56,131.11,12,35.58
51.7,10.11,12,24.11
33.58,133.26,12,21.61
40.58,200.12,12,22.24
166.73,292.26,3,137.03
111.41,261.13,12,37.8
182.14,33.92,3,148.64
71.22,3.55,0,3.77
92.06,304.98,1,8.07
125.41,266.59,0,6.47
43.03,40.59,1,2.85
178.9,258.72,12,49.76
31.74,180.5,0,1.97
169.88,81.78,0,9.42
34.72,333.54,12,21.29
146.07,103.25,1,18.38
153.69,7.66,0,8.45
82.87,394.61,1,6.53
95.56,302.92,0,4.63
199.3,63.56,1,25.2
91.01,55.71,1,7.47
112.28,123.92,0,5.41
160.26,193.42,1,20.84
126.9,226.2,12,42.43
191.77,80.99,3,160.67
80.77,304.42,0,3.99
136.88,57.0,1,16.87
129.44,248.37,1,15.38
25.0,149.82,1,2.05
157.98,84.32,0,8.05
146.25,351.67,0,7.87
145.46,304.34,0,7.9
65.97,113.62,12,27.82
27.89,388.8,0,1.69
183.54,183.17,0,9.97
34.45,91.52,3,51.21
36.21,2.78,1,2.34
138.72,321.53,0,7.91
46.89,117.78,1,2.13
77.09,189.58,3,78.15
40.15,148.58,12,22.04
185.82,20.08,12,51.32
130.84,398.85,3,107.7
98.36,164.66,12,33.92
91.01,54.06,12,33.04
110.97,214.49,12,38.5
173.56,54.07,1,21.71
26.4,138.94,0,1.44
