Concentration,Temperature,Dose (mol%),Response
192.82,95.35,0,42.31
90.01,248.65,0,47.36
97.78,76.55,0,42.17
43.58,70.81,0,41.77
135.51,188.43,0,47.78
22.82,29.05,0,40.94
86.4,141.61,0,54.07
60.79,127.31,0,49.72
24.21,63.04,0,40.97
59.98,50.78,0,40.83
54.3,247.19,0,47.61
76.1,134.18,0,51.94
141.03,189.89,0,47.52
102.53,58.99,0,41.47
178.02,69.35,0,42.37
74.78,140.37,0,54.17
39.03,202.39,0,45.16
109.32,112.12,0,46.34
96.41,57.42,0,41.81
35.02,207.23,0,45.87
160.6,174.25,0,50.36
181.44,46.5,0,40.73
102.23,93.1,0,43.06
109.77,138.68,0,53.89
49.68,154.55,0,55.14
40.06,152.64,0,55.2
154.33,116.73,0,47.52
46.5,197.66,0,46.48
86.76,95.01,0,43.52
119.06,179.31,0,50.36
37.05,205.32,0,45.9
189.35,146.11,0,54.78
187.1,218.82,0,45.99
73.81,62.93,0,42.01
53.1,216.23,0,45.96
79.03,240.55,0,47.33
121.94,190.68,0,47.5
196.82,38.96,0,41.31
190.3,151.96,0,55.57
168.29,43.35,0,41.06
154.03,104.24,0,43.92
131.36,34.79,0,41.01
30.89,69.57,0,42.1
165.5,81.28,0,42.84
84.67,192.6,0,47.57
156.39,174.02,0,51.52
53.12,104.58,0,43.88
64.3,89.38,0,43.58
125.69,167.72,0,52.11
22.2,87.02,0,43.1
11.4,200.81,0,45.21
168.02,201.94,0,45.28
93,194.62,0,46.49
60.58,106.6,0,44.56
117.52,146.9,0,55.16
30.9,210.16,0,46.37
12.73,52.69,0,41.23
55.06,189.33,0,48.57
166.19,222.99,0,45.81
57.48,100.98,0,43.03
163.81,40.76,0,41.58
66.31,124.05,0,50.29
82.2,60.91,0,41.89
10.39,32.2,0,40.55
116.09,76.1,0,42.21
195.36,47.51,0,40.56
145.8,132.6,0,50.93
171.51,67.88,0,41.5
124.19,43.12,0,41.46
20.13,42.33,0,41.35
175.84,180.89,0,49.24
111.54,75.88,0,41.57
67.44,166.15,0,52.68
194.4,28.71,0,41.02
182.66,64.51,0,41.72
41.51,209.48,0,46.79
132.33,204.98,0,45.73
77.46,214.88,0,45.35
133.71,63.83,0,42.24
86.09,53.93,0,40.72
164.6,152.3,0,56.04
127.27,178.64,0,50.07
77.6,72.16,0,41.93
180.85,247.3,0,47.95
119.53,145.89,0,55.16
79.52,142.96,0,53.84
70.59,139.02,0,52.97
198.96,113.81,0,44.96
165.14,205.77,0,45.5
118.97,226.7,0,46.42
122.11,161.08,0,52.97
59.27,227.6,0,46.56
26.34,136.88,0,53.04
137.54,83.3,0,41.95
22.14,47.62,0,41.94
4.38,155.68,0,54.19
46.4,184.6,0,48.5
109.34,224.22,0,46.13
83.89,123.26,0,49.51
68.79,224.45,0,46.75
154.63,104.91,0,44.82
186.86,237.17,0,47.47
52.86,143.07,0,53.66
15.25,111.67,0,46.54
70.98,192.26,0,45.44
41.84,112.68,0,45.62
22.66,142.28,0,53.7
146.54,139.36,0,53.7
133,46.27,0,40.35
104.67,35.47,0,40.98
2.06,217.47,0,45.55
175.8,53.59,0,41.52
6.02,215.78,0,45.63
28.57,85.44,0,42.76
16.69,38.28,0,40.67
69.46,75.99,0,42.34
180.39,129.11,0,51.79
113.32,225.01,0,47.69
35.1,204.08,0,45.21
42.14,84.2,0,42.39
124.48,108.74,0,45.81
91.66,30.63,0,41.16
17.42,59.44,0,41.6
57.15,139.81,0,54.04
113.07,28.49,0,40.02
180.35,169.97,0,51.88
193.15,240.43,0,46.59
43.81,58.32,0,41.74
10.05,88.26,0,43.43
164.72,231.2,0,46.79
40.09,81.73,0,42.25
193.41,135.87,0,52.16
20.84,55.39,0,41.3
166.47,247.86,0,48.57
149.67,160.86,0,54.26
177.62,181.68,0,49.21
33.98,174.92,0,51.21
101.25,56.18,0,41.27
86.8,149.15,0,55.38
134.23,174.59,0,50.97
54.95,60.57,0,41.47
73.74,98.27,0,43.56
153.51,98.61,0,41.84
54.05,75.65,0,41.97
88.81,76.33,0,42.01
138.5,66.87,0,42.47
10.87,92.65,0,43.48
81.55,232.44,0,46.58
193.37,127.76,0,50.26
79.54,246.62,0,46.63
131.33,120.67,0,48.79
98.84,41.66,0,41.85
30.83,74.41,0,42.47
109.09,31.64,0,40.9
48.31,162.99,0,54.35
141.33,145.44,0,54.97
106.48,26.58,0,40.45
56.2,88.82,0,42.15
60.59,128.44,0,50.11
189.54,87.24,0,43.09
126.28,165.58,0,53.31
7.79,121.46,0,48.5
191.21,81.62,0,41.83
2.75,150.73,0,56.3
153.11,126.41,0,49.66
101.97,211.84,0,46.54
156.08,106.27,0,44.27
34.98,44.36,0,41.54
14.23,124.39,0,48.72
18.53,148.81,0,55.11
103.81,103.23,0,43.51
135.24,43.91,0,41.58
196.07,141.72,0,54.13
49.8,182.35,0,48.49
161.41,132.94,0,51.23
195.82,43.57,0,41.69
195.67,240.32,0,48.51
59.96,105.48,0,44.26
43.74,179.2,0,50.14
148.45,174.81,0,50.91
20.51,159.84,0,53.74
192.81,78.01,0,42.1
145.83,66.53,0,41.79
61.56,158.94,0,53.68
137.27,44.13,0,41.66
130.46,66.65,0,41.76
5.51,71.49,0,42.38
29.76,79.36,0,40.93
169.41,105.82,0,44.02
6.93,52.13,0,42.22
14.21,195.86,0,46.06
127.08,237.39,0,47.42
159.25,178.08,0,49.81
142.34,113.92,0,46.47
160.88,187.76,0,48.42
58.01,137.33,0,52.48
32,72.27,0,42.34
3.83,190.46,0,47.65
170.51,195.41,0,45.78
181.84,222.09,0,46.18
43.15,99.51,0,43.01
57.3,193.83,0,46.64
7.34,58.43,0,42.28
191.59,111.11,0,44.84
140.74,49.76,0,40.84
77.12,195.75,0,46.47
192.03,115.38,0,46.97
116.74,173.91,0,50.44
131.74,227.04,0,47.07
91.85,41.43,0,41.03
2.48,50.21,0,41.26
108.28,74.3,0,42.34
160.98,48.75,0,41.6
122.51,64.62,0,41.4
96.43,230.64,0,46.85
107.67,153.65,0,55.06
51.87,75.2,0,41.9
154.58,103.68,0,44.05
156.64,106.15,0,44.23
179.97,26.91,0,40.96
157.26,32.32,0,40.56
3.83,162.66,0,53.6
167.41,44.7,0,40.73
14.62,114.59,0,46.46
30.42,37.94,0,40.77
97.53,55.62,0,41.72
55.08,67.21,0,42.15
192.55,108.07,0,44.69
59.88,197.55,0,46.04
161.13,247.97,0,47.54
74.62,188.54,0,48.36
44.17,121.35,0,48.72
57.43,35.58,0,41.02
151.41,221.07,0,46.2
52.93,179.43,0,50.62
33.64,236.16,0,46.74
172.34,132.72,0,51.56
37.07,51.68,0,41.03
16.35,30.52,0,41.07
111.36,206.89,0,46.28
174.24,45.94,0,41.1
141.42,88.14,0,42.1
30.25,29.16,0,39.97
190.29,113.69,0,46.79
81.93,70.25,0,42.33
54.28,92.08,0,42.62
160.2,225.8,0,46.47
34.75,42,0,41.17
192.9,35.24,0,41.08
150.69,85.56,0,41.58
96.8,173.12,0,51.32
15.37,87.81,0,43.26
48.39,91.18,0,43.05
140.51,96.92,0,43.39
160.76,171.21,0,51.94
11.57,107.39,0,44.43
59.01,65.75,0,41.75
178.17,162.88,0,53.55
173.12,80.94,0,42.86
136.77,231.99,0,46.89
118.57,192.15,0,47.21
48.68,181,0,49.82
32.94,32.65,0,39.87
77.88,170.42,0,51.44
17.02,195.64,0,46.01
62.38,218.03,0,46.94
47.5,212.97,0,46.47
169.62,216.68,0,46.19
32.27,162.43,0,53.6
119.38,210.49,0,46.09
25.94,197.77,0,45.68
153.89,210.72,0,45.59
179.11,221.97,0,46.41
6.35,192.48,0,47.39
172.44,201.6,0,46.1
159.19,207.12,0,46.55
156.13,130.35,0,51.4
48.38,111.33,0,46.52
174.55,49.54,0,40.79
191.36,97.71,0,42.7
142.81,150.16,0,54.91
145.33,49.09,0,41.45
86.77,223.89,0,45.52
42.49,221.41,0,47.26
166.27,52.8,0,42.29
143.75,162.09,0,53.11
75.09,171.1,0,52.08
52.03,27.81,0,39.87
141.89,247.07,0,47.53
60.21,155.79,0,54.99
152.36,80.38,0,42.89
177.22,193.5,0,47.83
165.08,182.13,0,48.5
45.65,106.83,0,44.05
72.01,97.6,0,43.7
53.71,143.41,0,55.11
95.11,77.68,0,41.8
128.35,140.6,0,53.54
172.6,193.38,0,47.69
25.1,214.21,0,46.09
53.71,196.31,0,45.35
95.29,89.49,0,42.86
22.9,62.59,0,42.73
80.64,234.13,0,47.32
68.68,218.6,0,46.36
42.33,187.31,0,48.53
107.74,34.45,0,40.92
199.78,182.8,0,49.47
36.93,222.65,0,46.7
101.04,38.62,0,41.11
124.09,174.7,0,50.98
57.78,118.76,0,47.87
72.51,229.96,0,46.74
175.26,159.73,0,54.75
92.34,132.27,0,51.77
6.72,26.13,0,40.22
139.93,190.8,0,47.09
24.87,102.21,0,43.23
4.67,72.39,0,41.41
17.72,86.23,0,42.85
177.9,202.16,0,45.36
63.51,216.57,0,46.43
33.06,161.87,0,53.25
134.8,138.46,0,52.66
58.29,209.37,0,46.49
138.4,228.73,0,46.55
178.8,37.72,0,42.08
131.41,225.13,0,46.64
110.5,91.63,0,43.01
99.34,92.2,0,43.29
132.34,244.03,0,47.92
42.98,176.95,0,50.51
155.41,201.49,0,45.56
129.7,144.76,0,54.1
57.85,72.72,0,42
195.07,195.19,0,45.83
196.71,227.94,0,47.23
112.81,120.45,0,48.36
97.2,65.86,0,42.05
40.45,176.61,0,51.25
150.77,220.62,0,46.1
44.09,236.94,0,47.06
16.91,192.71,0,46.68
142.52,128.66,0,50.88
60.25,50.44,0,41.34
148.64,50.89,0,41.57
56.5,122.7,0,49.08
97.23,209.03,0,45.69
142.05,40.98,0,41.64
69.76,86.91,0,42.31
125.47,208.35,0,46.2
13.23,214.99,0,46.77
134.73,161.31,0,51.9
0.13,208.02,0,46.29
121.66,213.42,0,45.89
186.58,131.82,0,51.27
161.34,129.23,0,49.41
33.46,130.24,0,51.09
175.92,33.33,0,40.56
152.91,81.39,0,42.03
48.4,113.36,0,46.92
25.57,126.3,0,49.23
38.12,222.54,0,46.37
73.67,180.33,0,50.01
100.12,111.44,0,45.72
44.25,230.87,0,46.45
26.77,92.42,0,43.06
16.23,151.85,0,54.93
91.93,112.01,0,45.96
23.23,72.95,0,41.08
91.66,208.69,0,46.02
45.06,29.28,0,40.16
58.66,104.8,0,43.27
80.48,221.75,0,46.25
126.92,35.92,0,41.15
166.57,138.12,0,53.02
49.07,163.67,0,53.47
67.47,101.99,0,43.38
42.1,198.34,0,46.28
26.89,83.64,0,42.84
146.48,162.21,0,53.82
181.65,175.38,0,51.16
144.56,30.07,0,40.6
23.73,231.77,0,47.59
41.81,230.3,0,46.14
137.61,242.01,0,47.52
130.93,125.51,0,49.65
70.85,163.11,0,53.18
31.24,189.44,0,48.59
91.25,62.82,0,40.9
39,175.04,0,50.8
156.36,97.26,0,42.89
42.94,226.48,0,46.17
187.26,155.12,0,54.77
53.48,144.87,0,55.28
74.34,119.43,0,47.66
75.46,95.24,0,42.09
134.59,67.1,0,41.52
41.25,166.48,0,52.34
160.9,173.35,0,50.81
69.02,215.67,0,45.92
172.53,136.32,0,52.97
54.4,240.1,0,48.29
91.85,32.09,0,40.17
138.18,188.99,0,47.19
160.71,169.86,0,52.29
193.43,38.73,0,42.07
147.58,152.98,0,55.91
15.88,40.31,0,40.67
193.55,196.99,0,46.33
115.66,108.97,0,45.46
15.12,144.08,0,54.51
28.82,199.91,0,45.97
55.4,191.81,0,47.38
144.69,149.49,0,55.43
187.59,195.52,0,46.97
164.51,91.41,0,43.27
83.67,141.05,0,53.65
26.85,110.99,0,45.07
154.56,173.46,0,50.63
102.09,82.74,0,43.1
172.93,198.79,0,46.29
37.48,40.53,0,41.81
165.69,84.77,0,42.87
71.06,198,0,45.75
72.28,203.06,0,45.57
76.9,55.5,0,42.01
51.98,109.64,0,44.58
33.15,112.46,0,45.67
83.44,242.91,0,47.54
124.75,184.94,0,48.79
103.74,141.95,0,53.63
192.3,215.9,0,46.25
1.66,148.59,0,54.08
69.9,28.94,0,39.53
88.42,249.55,0,48.17
196.97,129.34,0,50.88
157.24,134.4,0,50.76
88.56,218.37,0,46.17
46.76,244.37,0,47.52
196.8,73.62,0,42.74
17.86,95.46,0,43.34
120.38,54.38,0,41.19
103.88,32.99,0,40.91
112.68,199.35,0,45.31
137.03,157.7,0,54.16
98.51,249.44,0,46.57
71.72,120.56,0,48.91
176.06,76.89,0,42.52
191.02,87.47,0,42.27
181.22,89.27,0,43.18
55.86,44.81,0,41.53
3.82,83.08,0,41.74
27.09,244.82,0,47.63
108.84,246.85,0,48.16
10.05,212.07,0,45.56
122.66,149.82,0,56.03
170.79,81.95,0,42.41
181.84,34.34,0,40.56
10.33,135.98,0,51.13
161.09,241,0,48.23
49.93,207.79,0,45.71
197,33.78,0,41.53
86.55,97.94,0,42.96
74.51,172,0,51.28
60.66,231.54,0,46.71
109.68,173.57,0,50.83
193.21,96.59,0,43.06
79.57,118.87,0,47.82
102.26,80.6,0,42.77
6.74,180.78,0,49.26
128.12,116.28,0,47.15
126.87,117.52,0,47.89
132.84,157.37,0,54.11
144.92,213.19,0,45.57
48.38,50.1,0,41.62
105.93,111.22,0,46.29
50.65,167.95,0,51.75
123.36,152.75,0,55.14
185.83,186.97,0,48.41
198.77,76.78,0,42.27
146.99,223.21,0,47.08
186.35,59.22,0,41.81
144.69,168.17,0,51.02
31.3,176.16,0,50.85
94.76,107.28,0,45.3
40.94,123.71,0,49.29
132.49,118.53,0,47.83
164.48,200.7,0,45.74
30.99,198.9,0,46.05
21.17,234.8,0,46.78
185.42,156.24,0,54.36
70.24,208.8,0,45.74
193.71,143.75,0,55.41
137.4,95.57,0,43.23
177.68,73.29,0,42.34
13.45,182.58,0,48.99
155.05,215.45,0,45.5
194.94,244.71,0,47.9
91.03,190.01,0,47.55
92.46,31.3,0,40.68
82.24,183.7,0,48.89
56.5,121.91,0,49.01
55.23,93.32,0,42.2
123.06,38.17,0,41.05
134.83,109.53,0,45.26
133.84,53.36,0,41.94
115.76,175.94,0,50.6
142.88,131.14,0,50.89
28.43,65.41,0,42.21
160.56,191.02,0,48.17
104.26,103.79,0,44.36
58.92,84.88,0,42.48
91.69,201.04,0,45.99
145.41,133.73,0,51.46
163.46,248.31,0,46.91
158.63,113.13,0,45.74
102.53,45.15,0,41.44
122.56,233.45,0,47.16
79.4,59.33,0,41.94
88.68,54.6,0,41.38
166.73,74.86,0,42.68
120.21,68.56,0,42.76
75.82,101.88,0,43.66
59.91,87.69,0,42.57
199.13,187.42,0,48.56
156.26,108.85,0,44.97
141.25,217.7,0,46.78
100.02,165.25,0,52.84
49.68,150.84,0,55.44
131.81,193.16,0,46.81
27.84,76.21,0,42.24
183.62,48.07,0,41.13
35.87,142.06,0,55.02
110.23,212.29,0,46.11
22.52,49.65,0,42.16
54.94,111.78,0,45.73
186.51,231.65,0,47.39
180.19,181.9,0,50.47
19.08,118.08,0,47.46
137.65,71.15,0,41.89
155.82,190.57,0,47.43
5.43,34,0,39.61
61.69,239.64,0,47.66
195.46,115.61,0,46.33
185.64,186.86,0,48.58
180.49,65.07,0,41.79
36.69,169.18,0,52.05
50.62,147.57,0,55.33
116.14,199.69,0,45.46
111.73,66.31,0,41.62
162.18,124.95,0,49.13
121.37,192.82,0,48.62
114.86,201.26,0,45.9
112.03,27.36,0,40.41
159.34,137.67,0,52.54
11.24,156.02,0,54.03
124.68,77,0,42.54
199.23,182.02,0,50.21
52.21,218.48,0,45.91
51.74,149.26,0,55.73
7.8,71.94,0,42.45
89.95,25.68,0,40.02
100.53,155.9,0,54.55
38.92,75.31,0,41.71
101.41,177.29,0,50.18
167.47,190.23,0,47.64
7.89,77.56,0,41.26
166.59,238.52,0,46.3
32.61,134.29,0,51.99
0.4,161.98,0,53.79
73.86,131.7,0,50.59
154.8,103.56,0,43.25
89.87,90.62,0,43.41
86,210.38,0,45.71
45.44,44.58,0,42.11
49.4,25.11,0,40.14
147.58,142.51,0,55.33
28.52,69.23,0,41.61
92.85,172.34,0,51.1
198.14,186.07,0,50.08
135.48,214.54,0,45.17
114.41,58.88,0,41.42
69.62,105.14,0,44.48
171.31,133.5,0,52.19
168.67,168.62,0,52.14
161.8,198.45,0,46.28
160,136.54,0,52.25
153.21,46.05,0,41.88
139.44,132.04,0,51.58
164.48,67.77,0,41.47
32.56,219.5,0,46.15
44.54,242.57,0,48.24
76.77,62.71,0,42.05
108.06,238.63,0,46.68
121.58,61.24,0,42.23
163.39,195.3,0,46.24
15.4,143.97,0,55.08
131.9,177.96,0,49.82
69.59,42.67,0,41.16
8.05,246.4,0,47.29
188.22,159.62,0,54.7
194.14,142.17,0,54.61
45.92,161.64,0,53.43
181.58,115.16,0,46.42
4.99,212.74,0,46.23
150,175.26,0,51.08
62.78,222.2,0,45.75
67.06,194.96,0,46.45
20.89,225.91,0,47.36
10.55,228.61,0,47.19
96.94,30.74,0,40.39
122.37,234.47,0,47.07
98.51,202.73,0,45.21
15.36,233.79,0,47.24
77.31,80.49,0,41.73
57.84,157.93,0,53.65
155.61,179.76,0,50.1
1.81,117.07,0,47.32
42.53,45.37,0,41.68
133.57,216.01,0,45.7
28.39,42.56,0,41
158.52,208.24,0,45.13
43.53,172.9,0,51.48
150.49,249.21,0,48.21
131.73,224.67,0,46.54
66.27,57.3,0,42.3
2.52,39.74,0,41.31
92.07,47.06,0,40.82
71.38,158.49,0,53.97
97.88,202.5,0,46.11
20.36,121.12,0,48.25
79.9,225.35,0,46.88
32.54,116.51,0,46.44
55.38,37.16,0,40.89
110.53,204.75,0,45.8
69.3,142.85,0,54.35
157.79,94.78,0,42.74
118.73,64.17,0,41.99
33.5,196.54,0,47.07
61.44,242.68,0,47.64
13.45,226.59,0,46.5
131.28,232.67,0,47.06
36.32,128.89,0,51.72
7.88,245.5,0,47.48
4.36,27.03,0,40.53
46.99,135.42,0,52.52
13.8,124.5,0,50.05
76.2,230.98,0,47.3
123.91,185.39,0,48.6
119.8,52.91,0,40.82
139.23,177.63,0,50.24
119.86,189.67,0,47.45
162.22,109.19,0,44.96
50.18,145.21,0,54.76
175.49,150.5,0,55.41
15.69,129.9,0,51.35
103.31,57.98,0,41.63
174.28,137.44,0,52.1
93.26,209.93,0,45.84
131.63,235.26,0,47.9
161.14,230.08,0,47.03
53.07,130.8,0,50.54
34.19,243.13,0,46.92
137.68,68.78,0,41.9
195.4,148.36,0,55.77
103.59,105.03,0,44.24
196.24,114.82,0,46.19
142.87,132.15,0,51.69
59.06,99.85,0,42.72
127.54,149.94,0,56.04
23.08,165.81,0,52.56
133.28,96.47,0,42.18
105.54,187.19,0,47.98
146.89,134.52,0,52.05
31.36,235.71,0,47.29
44.02,171.77,0,51.69
190.09,122.02,0,49.15
132.38,220.4,0,45.27
30.97,146.34,0,55.63
43.64,207.57,0,46.52
65.06,181.79,0,49.86
37.23,123.94,0,49.82
55.75,84.09,0,42.02
96.8,239.42,0,47.19
15.79,51.79,0,40.43
135.16,235.14,0,47.47
60.79,45.6,0,40.95
80.57,88.48,0,43.02
119.04,219.61,0,46.07
93.34,230.53,0,47.53
141.12,68.67,0,41.33
182.91,149.04,0,55.31
90.8,71.04,0,41.97
106.31,232.1,0,47.55
29.46,196.65,0,45.58
95.12,232.33,0,47.06
46.3,244.93,0,47.37
130.63,45.71,0,41.43
117.17,90.73,0,42.23
38.19,178.98,0,50.19
78.91,249.77,0,47.53
109.29,242.8,0,47.51
10.23,62.03,0,40.92
12.36,219.27,0,46.62
199.45,194.06,0,45.88
82.35,31.42,0,40.85
35.85,161.42,0,54.33
161.02,152.19,0,55.24
67.77,58.65,0,41.52
79.81,147.91,0,55.96
166.83,85.22,0,42.22
19.31,49.99,0,41.69
148.58,152.86,0,55.18
13.2,86.79,0,42.29
196.26,28.04,0,40.44
133.37,181.34,0,50
178.5,54.49,0,41.28
157.47,246.17,0,47.08
117.89,149.71,0,56.3
138.47,178.3,0,50.15
180.48,224.34,0,46.98
70.47,43.23,0,41.62
178.08,175.15,0,50.43
87.4,114.37,0,46.15
84.51,47.74,0,41.43
1.1,58.09,0,40.67
167.84,212.52,0,45.99
141.54,110.32,0,45.63
28.14,37.38,0,40.79
79.57,210.83,0,46.42
133.55,190.12,0,47.1
28.6,206.33,0,46.09
74.43,204.86,0,45.46
61.29,246.29,0,47.97
92.54,79.48,0,42.02
84.55,142.73,0,53.2
12.48,194.85,0,46.06
116.89,153.54,0,55.42
32.27,250,0,47.57
108.18,164.79,0,52.61
83.3,98.72,0,43.3
94.78,176.28,0,50.89
186.08,248.42,0,47.94
85.22,247.75,0,47.75
90.8,203.51,0,45.77
69.04,109.75,0,45.64
20.38,94.22,0,42.35
176.92,221.86,0,46.21
125.96,237.51,0,46.85
14.02,235.37,0,46.58
104.29,52.58,0,41.25
97.51,26.01,0,40.41
82.73,102.33,0,43.15
61.96,158.04,0,54.68
51.92,180.67,0,49.18
141.57,30.29,0,40.1
173.35,121.8,0,48.32
58.7,59.1,0,41.64
17.4,206.78,0,45.84
177.24,237.06,0,46.87
85.74,118.2,0,47.55
41.42,124.27,0,48.97
9.63,51,0,41.75
98.56,223.55,0,46.49
150.24,220.51,0,46.9
13.81,167.38,0,52.32
42.25,193.27,0,47.99
179.07,153.99,0,55.54
48.3,183.48,0,49.14
185.28,82.97,0,41.58
66.04,32.77,0,41.33
140.91,142.62,0,54.61
186.75,231.88,0,46.81
130.33,100.08,0,43.51
45.21,89.61,0,42.85
55.05,246.96,0,47.93
15.53,86.46,0,41.54
39.8,140.93,0,53.8
57.14,205.88,0,45.36
147.31,146.56,0,54.49
169.02,207,0,46.04
128.95,204.53,0,45.05
164.28,168.51,0,52.36
101.09,71.6,0,41.99
80.64,237.62,0,46.92
181.29,26.35,0,40.42
97.12,71.37,0,42.51
133.32,116.4,0,47.2
65.35,159.28,0,54.14
13.29,65.18,0,41.9
151.35,186.18,0,48.03
141.75,172.67,0,50.69
85.05,126.08,0,49.3
42.4,99.06,0,42.49
62.37,103.45,0,44.27
139.79,180.22,0,50.46
78.92,60.68,0,41.66
139.29,164.91,0,52.64
60.47,75.09,0,42.54
29.38,198.56,0,46.12
90.87,154.33,0,54.78
126.54,95.91,0,43.59
190.28,144.2,0,54.8
8.38,235.93,0,47.23
3.6,48.86,0,41.74
178.82,122.92,0,48.18
193,145.1,0,54.79
12.51,151.29,0,56.81
98.57,102.44,0,43.81
115.52,35.81,0,40.4
108.6,77.79,0,42.1
185.24,117.3,0,47.87
133.58,39.07,0,41.19
149.68,148.92,0,56.26
14.34,70.14,0,42.5
71.42,120.11,0,48.76
28.58,91.86,0,42.19
120.59,73.4,0,42.47
158.65,36.71,0,40.44
189.43,216.8,0,46.69
164.14,229.63,0,45.74
134.96,188.32,0,47.82
76.92,231.32,0,46.91
82.39,165.36,0,51.78
34.5,227.38,0,46.75
193.94,228.16,0,46.99
56.21,213.53,0,46.09
90.05,147.69,0,55.24
96.64,202.84,0,45.52
191.49,84.32,0,42.21
146.3,236.72,0,47.74
158.92,52.01,0,40.67
131.71,85.78,0,42.8
183.33,68,0,42.87
12.8,155.23,0,54.97
45.97,204.64,0,46.2
38.02,114.93,0,47.09
133.56,51.34,0,42.13
33.15,162.77,0,53.81
115.58,220.74,0,46.72
175.18,125.74,0,49.86
144.79,64.84,0,41.91
80.38,191.47,0,47.37
110.67,160.07,0,53.66
99.25,134.07,0,51.05
185.29,245.16,0,47.5
194.76,246.74,0,47.59
184.15,209.14,0,46.08
89.41,46.95,0,41.28
192.8,71.71,0,42.61
112.09,46.72,0,40.85
32.6,244.26,0,46.64
124.54,217.81,0,46.16
32.07,161.19,0,54.76
167.58,160.63,0,54.95
134.8,198.11,0,46.55
171.75,160.74,0,52.74
14.58,88.37,0,42.01
1.38,221.3,0,46.75
192.67,217.36,0,46.63
15.12,108.18,0,44.79
63.39,54.04,0,41.11
104.5,126.75,0,49.53
24.96,78.8,0,42.01
135.39,160.52,0,53.95
154.55,214.32,0,46.96
88.46,186.29,0,47.74
66.49,140.15,0,53.4
24.6,66.2,0,41.81
83.31,126.64,0,49.72
85.52,154.78,0,55.08
178.62,82.29,0,42.24
13.07,25.9,0,39.53
87.53,135.31,0,52.27
182.15,48.52,0,41.48
54.73,200.14,0,45.14
32.09,157.03,0,54.35
152.12,210.04,0,46.16
179.47,194.28,0,46.74
117.39,185.84,0,48.48
55.26,141.5,0,53.9
13.14,106.72,0,44.65
171.96,203.18,0,45.1
53.19,241.45,0,47.51
21.08,156.35,0,54.99
71.41,117.18,0,48.42
77.63,109.42,0,45.02
170.12,29.5,0,40.41
99.51,123.6,0,49.27
41.4,57.87,0,41.03
32.45,39.63,0,40.84
175.57,33.22,0,41.4
30.09,219.72,0,46.97
126.05,154.44,0,55.41
193.99,206.1,0,45.9
2.26,246.06,0,47.6
185.42,205.99,0,46.29
70.76,158.6,0,54.98
99.78,116.85,0,47.23
16.94,230.42,0,47.33
44.42,117.63,0,47.63
56.32,217.25,0,46.19
92.8,226.14,0,46.71
98.47,80.72,0,42.71
50.23,239.19,0,46.88
59.46,144.31,0,53.96
170.07,98.95,0,42.99
116.02,122.36,0,48.97
177.73,90.4,0,43.24
83.53,233.23,0,47.22
0.27,105.37,0,44.61
128.83,97.37,0,42.2
121.71,28.83,0,40.77
46.89,215.56,0,46.36
32.24,232.55,0,47.36
0.31,61.81,0,41.09
21.07,163.22,0,52.41
135.73,63.94,0,41.82
54.39,25.45,0,40.78
21.61,58.54,0,41.38
3.39,104.13,0,44.55
54.22,145.77,0,54.79
22.99,53.03,0,41.47
88.06,38.06,0,41
113.02,116.62,0,47.19
143.69,136.21,0,52.46
186.54,152.41,0,55.23
83.16,164.57,0,52.9
140.97,135.53,0,51.52
164.71,229.51,0,48.67
196.2,79.59,0,42.01
65.06,128.55,0,51.26
120.71,241.78,0,47.04
31.59,36.48,0,41.03
68.63,66.42,0,41.73
150.15,214.09,0,46.77
42.88,150.95,0,55.99
58.44,48.41,0,41.5
195.71,133.39,0,51.27
60.84,127.2,0,50.2
116.59,147.46,0,56.04
102.82,239.53,0,48.55
21.18,146.22,0,54.37
111.38,164.46,0,52.99
132.61,127.99,0,50.56
131.47,99.17,0,42.68
6.23,180.55,0,50.02
2.16,225.58,0,46.49
13.31,170.76,0,51.63
53.77,153.76,0,54.77
79.6,106.49,0,43.46
145.87,127.65,0,50.94
8.01,209.25,0,45.07
165.2,42.22,0,41.48
164.33,41.32,0,40.84
179.13,166.71,0,52.03
180.58,51.11,0,41.33
157.51,120.22,0,47.76
114.35,138.01,0,52.1
36.57,205.65,0,46.14
160.79,91.52,0,42.84
186.31,224.79,0,45.99
101.19,121.24,0,47.97
101.48,59.89,0,42.31
130.83,175.71,0,50.86
134.57,151.74,0,55.64
171.64,40.65,0,41.37
65.36,225.46,0,47.25
36.84,37.61,0,40.9
7.51,126.19,0,49.91
2.34,65.52,0,42.38
142.61,96.36,0,42.92
52.81,178.41,0,49.47
181.93,53.25,0,42.48
5.04,134.74,0,51.22
62.56,184.38,0,49.45
30.41,208.58,0,46.2
70.95,63.61,0,41.52
61.06,45.26,0,40.75
0.76,93.77,0,42.41
79.05,235.48,0,46.73
103.49,53.81,0,41.61
33.19,39.29,0,41.02
3.87,102.1,0,43.36
175.47,170.31,0,52.24
10.26,249.32,0,48.17
34.7,213.64,0,45.74
106.79,65.3,0,41.9
22.77,59.67,0,41.18
20.27,141.27,0,53.62
176.48,38.39,0,40.13
113.55,204.19,0,46.23
78.49,119.55,0,47.86
158.57,35.69,0,40.15
158.31,168.96,0,52.44
165.86,53.48,0,41.96
52.34,25,0,40.09
22.2,46.84,0,41.45
62.79,73.17,0,41.38
150.35,174.14,0,51.35
53.52,101.54,0,43.37
