concentration(ppm),temperature,Dose(mol%),response
31.71,130.19,3,6.41
15.03,176.4,0,1.5
24.73,172.17,5,3.33
46.2,334.31,3,8.36
47.66,378.05,1,6.79
49.64,396.62,1,7.27
37.71,146.95,5,5.07
5.13,125.5,0,0.32
49.42,34.07,5,5.39
33.04,275.8,0,6.34
22.12,152.53,3,4.84
18.02,100.23,1,2.22
17.98,307.95,5,2.85
34.89,333.5,3,6.77
34.57,26.94,3,6.7
43.3,376.79,3,7.6
30.03,228.21,5,4.15
37.13,279.38,1,4.66
34.31,252.93,1,4.56
11.4,38.13,1,1.59
25.56,74.8,0,4.11
46.04,103.34,3,7.83
30.69,53.86,5,3.91
14.41,373.87,3,3.96
25.03,165.88,1,3.12
28.33,135.42,5,3.79
41.1,316.52,1,5.25
25.57,170.95,1,3.33
42.8,141.71,3,7.26
33.66,391.9,3,6.74
46.92,371.11,1,6.63
26.49,226.52,5,3.55
45.83,209.58,3,8.02
34.47,378.86,5,4.89
28.83,232.82,5,3.99
30.61,38.88,5,3.9
46.76,369.61,1,6.7
13.98,317.45,5,2.38
20.73,343.62,5,2.89
19.54,232.7,5,2.76
49.86,398.69,1,7.58
17.3,169.79,5,2.49
19.56,114.67,1,2.76
12.31,383.93,3,4.0
43.56,339.59,1,6.04
40.8,378.7,0,6.94
8.43,188.5,0,1.03
31.29,224.6,1,4.09
9.7,376.9,0,0.83
8.18,335.8,0,0.74
44.28,197.43,5,5.55
32.03,231.54,1,3.91
23.25,252.17,5,3.2
41.06,316.15,1,5.18
42.4,322.3,0,7.06
10.48,196.8,0,1.17
10.24,91.38,3,3.57
17.68,379.8,0,1.79
17.84,164.51,5,2.42
27.81,90.4,0,5.32
16.11,60.6,0,1.76
24.81,198.5,5,3.16
39.0,113.56,3,6.96
28.09,354.43,3,6.33
10.36,28.38,1,1.35
33.79,248.05,1,4.28
41.0,262.43,5,5.63
3.2,144.6,0,0.29
12.43,219.53,3,3.6
22.75,115.93,5,2.99
24.67,221.15,5,3.18
34.17,343.0,3,6.68
34.71,163.2,5,4.81
49.84,398.5,1,7.54
48.22,140.7,0,7.82
13.76,223.62,5,2.29
34.01,137.34,3,6.48
42.4,374.19,3,7.27
19.96,118.42,1,2.41
21.05,231.97,5,3.01
33.59,246.17,1,4.25
36.25,386.85,3,7.08
47.42,375.8,1,6.74
40.74,313.14,1,5.24
37.25,280.5,1,4.74
10.06,25.56,1,1.56
45.58,120.5,5,5.35
41.67,109.1,0,7.08
25.46,350.95,3,6.01
26.18,354.0,3,5.95
37.53,283.13,1,4.69
27.67,104.81,3,5.99
30.73,219.35,1,3.95
31.95,230.79,1,4.0
45.32,177.7,0,7.49
29.41,382.99,3,6.49
18.52,104.91,1,2.24
24.89,164.57,1,3.28
49.36,394.0,1,7.32
49.47,300.4,0,7.85
19.7,362.93,5,2.74
31.93,32.83,3,6.21
38.54,317.71,3,6.95
38.82,78.0,0,6.84
36.84,149.3,0,6.52
27.99,57.07,5,3.52
22.05,137.93,1,2.89
34.87,51.9,0,6.49
19.72,137.19,3,4.68
34.34,357.0,0,6.41
34.65,256.12,1,4.46
35.82,369.4,3,7.01
20.24,268.7,0,2.26
18.81,299.3,0,1.79
40.16,162.26,3,7.16
49.88,398.87,1,7.54
24.8,258.39,3,5.74
28.89,102.41,5,3.95
19.92,118.05,1,2.39
49.99,128.16,3,9.38
41.93,68.85,3,6.92
25.81,382.17,3,5.88
36.77,236.39,3,6.94
12.57,298.75,3,3.91
22.55,142.62,1,2.87
26.25,71.75,5,3.54
17.71,228.91,3,4.4
20.83,126.49,1,2.51
20.28,211.75,3,4.52
41.94,324.48,3,7.11
29.71,53.89,3,6.09
34.62,127.8,3,6.81
45.9,40.63,5,5.33
32.27,119.4,0,6.08
18.91,219.7,0,2.05
40.42,326.9,0,7.03
35.93,268.12,1,4.69
40.48,310.71,1,5.02
48.3,172.7,0,7.72
37.65,326.76,3,7.05
44.27,67.7,0,7.59
35.29,136.19,3,6.71
14.14,273.81,5,2.51
16.88,297.5,0,1.88
41.73,85.14,3,7.1
29.3,245.06,3,6.4
14.56,349.13,3,4.16
12.86,51.83,1,1.73
3.8,188.1,0,0.34
43.7,332.76,3,7.46
19.7,391.33,3,4.6
39.84,53.2,0,7.16
23.02,65.55,3,5.01
48.26,383.68,1,7.13
30.89,357.24,5,4.31
13.31,290.0,0,1.33
38.27,290.07,1,5.04
46.16,94.45,5,5.42
23.91,359.2,0,3.47
27.33,341.15,3,6.3
45.74,263.75,5,5.52
27.98,40.9,3,5.93
18.8,129.62,3,4.48
29.9,334.36,3,6.67
39.85,110.23,5,5.25
46.44,366.61,1,6.62
30.95,34.15,5,3.81
13.4,56.89,1,1.69
40.88,175.94,3,7.13
43.0,290.78,5,5.81
42.34,397.8,5,5.7
24.47,60.88,3,5.34
43.66,105.14,3,7.29
11.38,395.08,5,2.36
17.8,98.16,1,2.17
5.35,155.0,0,0.58
42.82,332.65,1,5.71
43.12,335.47,1,5.75
10.89,307.36,3,3.89
25.43,342.42,5,3.53
40.26,129.17,3,7.06
31.89,111.5,5,4.26
37.57,283.5,1,4.7
24.05,151.23,5,3.12
32.89,125.14,5,4.33
16.76,88.41,1,2.19
11.58,206.5,0,1.32
41.57,285.41,3,7.19
26.47,179.39,1,3.43
46.34,365.67,1,6.37
43.5,381.77,3,7.73
46.32,162.41,3,7.87
35.13,100.2,5,4.8
14.88,30.8,5,2.11
25.25,83.21,3,5.59
45.2,230.48,5,5.64
39.77,170.71,5,5.21
40.52,121.29,5,5.45
35.79,54.47,5,4.46
43.62,336.1,0,7.37
20.21,120.67,1,2.56
31.61,227.6,1,4.13
20.14,29.8,0,1.89
39.61,223.82,3,6.97
11.82,42.07,1,1.7
41.09,323.16,3,7.01
18.2,101.91,1,2.37
29.53,208.09,1,3.88
20.61,329.84,5,3.01
37.99,290.04,5,5.18
27.61,195.1,0,4.85
36.24,86.08,3,6.8
29.27,170.99,5,3.97
22.95,279.66,5,3.19
42.5,90.74,5,5.51
34.54,94.7,0,6.4
15.64,310.0,3,4.02
13.73,390.01,3,3.78
35.4,93.17,3,6.56
17.94,354.72,3,4.4
14.94,387.5,5,2.56
23.34,301.4,0,3.24
23.55,152.0,1,3.21
15.86,29.1,0,1.5
21.19,376.22,3,4.97
40.32,247.9,0,6.94
30.51,217.28,1,4.09
11.88,192.71,3,3.61
31.37,157.98,5,4.12
28.37,337.21,3,6.49
17.26,187.1,0,1.66
22.09,70.24,5,2.89
48.08,38.24,5,5.36
43.95,336.3,0,7.26
20.61,30.3,0,2.44
25.18,40.85,3,5.32
40.1,262.15,3,7.06
36.55,273.94,1,4.64
33.83,25.93,3,6.54
23.86,341.3,0,3.58
37.05,278.63,1,4.76
41.57,27.0,0,7.07
16.12,153.12,3,4.13
41.7,395.42,5,5.7
22.64,392.14,3,5.17
17.91,164.8,0,1.74
27.82,66.87,3,5.91
41.12,311.0,0,6.98
25.69,93.1,5,3.4
31.37,72.31,3,6.4
39.85,391.43,3,7.0
18.52,208.43,3,4.32
46.74,73.04,5,5.23
21.16,88.6,0,2.51
39.07,238.98,5,5.6
38.39,291.2,1,4.89
45.52,357.98,1,6.25
36.12,72.66,3,6.84
24.27,352.94,3,5.42
12.07,244.84,3,3.84
40.61,114.65,3,7.16
35.11,260.43,1,4.39
39.87,185.9,0,7.03
24.52,200.17,3,5.38
49.21,124.77,3,9.04
19.64,296.23,3,4.52
35.02,102.3,0,6.45
22.4,271.7,3,5.32
48.8,202.38,3,9.07
42.24,269.08,5,5.37
21.94,198.17,3,5.1
6.58,159.2,0,0.75
41.02,77.06,3,6.91
15.42,328.79,5,2.45
12.38,227.25,5,2.37
13.54,170.03,5,2.45
11.08,35.13,1,1.62
28.81,393.5,0,5.62
36.33,222.4,5,4.83
32.87,206.62,3,6.57
32.65,368.89,3,6.57
44.44,70.52,5,5.3
41.84,396.72,5,5.37
49.48,219.28,5,5.56
45.86,217.08,5,5.48
21.19,101.7,0,2.31
9.1,317.7,0,0.79
41.3,333.48,5,5.66
23.14,27.75,3,4.95
34.29,215.33,3,6.9
39.69,352.1,0,6.8
17.83,376.76,3,4.5
45.6,340.33,5,5.57
11.86,42.45,1,1.57
35.21,261.37,1,4.58
46.14,363.79,1,6.56
41.38,258.95,5,5.35
49.4,34.82,5,5.45
19.98,118.61,1,2.36
34.61,255.74,1,4.41
45.54,358.17,1,6.32
20.61,124.42,1,2.65
25.15,225.05,5,3.44
21.39,131.74,1,2.67
14.33,323.9,0,1.32
28.61,115.34,3,6.25
13.52,212.95,3,3.86
14.08,171.4,0,1.47
32.75,238.29,1,4.15
2.13,264.4,0,0.25
10.82,32.69,1,1.51
48.46,385.56,1,7.01
22.01,231.2,0,2.96
32.23,109.17,5,4.26
42.01,277.82,3,7.37
11.62,258.74,5,2.32
18.18,270.7,0,1.63
13.28,178.1,3,3.8
31.26,319.44,3,6.7
30.39,57.13,3,6.37
42.64,330.97,1,5.57
22.31,49.93,3,5.01
31.43,225.91,1,4.19
34.52,253.9,0,6.5
18.92,32.94,3,4.39
15.51,265.3,0,1.71
12.48,48.26,1,1.73
35.48,103.06,3,6.65
46.7,369.05,1,6.61
15.28,74.52,1,1.96
24.36,350.5,0,3.56
23.19,148.62,1,2.96
45.96,351.04,3,8.01
44.56,195.8,3,7.56
33.75,208.5,3,6.57
0.58,331.0,0,0.12
40.77,65.96,3,6.99
27.15,185.77,1,3.62
17.66,60.0,0,1.72
19.16,28.26,3,4.25
18.16,183.56,3,4.32
38.75,289.26,5,5.51
5.4,300.2,0,0.65
40.24,339.92,3,7.08
46.04,301.57,5,5.59
42.3,149.88,5,5.37
35.32,296.85,3,6.85
41.52,60.89,5,5.28
34.21,251.99,1,4.3
13.44,208.35,3,3.9
49.0,320.7,3,9.25
49.0,294.1,0,7.91
47.64,208.68,3,8.59
8.88,319.1,0,0.76
13.53,264.8,0,1.4
39.49,355.6,0,6.88
16.9,89.72,1,2.18
14.78,69.83,1,2.01
40.48,371.76,3,7.23
41.77,218.2,0,7.19
26.39,150.7,5,3.61
16.46,253.1,3,3.88
39.49,262.04,3,7.07
18.64,106.04,1,2.32
31.63,227.79,1,4.13
44.08,319.85,3,7.85
10.09,185.34,3,3.97
16.83,80.8,0,1.6
34.79,94.57,5,4.74
47.27,342.8,0,7.84
35.47,212.1,0,6.64
21.25,130.43,1,2.77
27.87,173.94,5,3.83
42.36,218.37,3,7.1
34.19,140.89,3,6.47
43.2,192.7,5,5.56
40.33,242.05,3,7.16
23.48,323.48,3,5.58
42.84,332.84,1,5.85
24.23,47.53,3,5.47
36.56,32.3,3,6.65
24.66,240.1,0,3.93
43.98,386.17,5,5.72
27.91,192.9,1,3.75
49.46,394.93,1,7.43
38.97,171.9,0,6.98
37.79,195.17,5,5.03
22.09,316.0,0,2.87
39.45,354.44,5,5.51
1.6,293.7,0,0.18
20.42,225.88,3,4.54
45.68,234.8,3,8.06
33.33,109.69,3,6.54
47.23,31.76,3,8.28
25.81,173.2,1,3.41
49.9,339.0,0,7.93
24.55,61.81,3,5.56
45.48,357.6,1,6.39
41.1,383.0,0,7.08
41.0,334.42,3,7.35
28.71,127.12,5,3.72
11.42,38.32,1,1.71
44.78,116.65,3,7.44
44.8,180.3,5,5.62
40.54,42.27,3,6.87
33.03,194.49,3,6.81
18.14,273.37,3,4.14
42.07,183.9,0,7.27
47.74,378.8,1,6.85
14.57,96.72,3,3.74
47.08,372.61,1,6.86
32.39,73.57,5,4.32
19.16,266.6,0,2.02
10.28,93.18,5,1.85
37.47,209.6,5,4.92
5.78,360.5,0,0.73
11.29,246.9,3,3.66
33.35,243.92,1,4.39
13.84,61.02,1,1.84
30.5,92.84,3,6.32
15.11,193.7,0,1.38
29.23,205.28,1,4.02
16.61,58.2,0,1.67
25.63,228.52,5,3.35
31.45,226.1,1,4.15
30.23,227.79,3,6.28
11.54,39.44,1,1.54
38.23,66.97,5,5.08
41.02,199.0,0,7.03
32.22,356.4,0,6.19
17.13,153.1,0,1.66
26.33,178.08,1,3.48
37.88,88.64,3,6.91
17.63,280.93,3,4.18
42.02,96.95,5,5.31
18.28,261.94,5,2.72
33.97,306.12,5,4.72
1.95,325.0,0,0.22
34.41,253.86,1,4.32
11.8,69.85,5,2.1
37.49,282.75,1,4.9
37.11,279.19,1,4.45
41.4,319.33,1,5.3
37.39,256.8,0,6.85
49.12,119.0,0,8.07
14.93,340.06,3,4.0
35.85,49.41,3,6.46
48.7,387.81,1,7.44
33.38,139.07,3,6.44
17.16,168.9,0,1.6
16.71,64.1,0,1.61
14.34,65.71,1,1.85
41.49,286.49,3,7.38
31.92,185.1,0,6.26
18.96,109.04,1,2.33
10.14,26.31,1,1.49
45.62,358.92,1,6.26
40.24,294.3,5,5.51
18.83,262.3,0,1.78
30.85,220.47,1,4.19
45.26,355.54,1,6.32
46.12,363.61,1,6.37
22.15,138.87,1,2.7
25.62,247.31,3,5.86
37.73,285.01,1,4.9
28.97,64.9,3,6.31
39.93,257.31,5,5.68
38.25,126.16,5,5.14
38.97,296.64,1,5.02
34.77,388.07,5,4.96
21.66,354.08,3,5.12
40.64,25.13,3,6.91
45.25,225.5,3,7.97
20.47,340.79,5,3.0
32.93,207.07,3,6.48
17.26,93.1,1,2.24
28.97,202.84,1,3.84
21.2,185.54,3,4.7
48.86,319.34,5,5.67
17.75,336.8,3,4.49
12.72,289.72,3,4.02
31.89,247.32,3,6.74
36.86,34.0,3,6.65
6.73,315.5,0,0.58
31.19,223.66,1,4.08
22.07,170.59,3,5.14
18.42,300.14,3,4.32
33.63,153.2,5,4.62
35.87,267.56,1,4.67
36.33,191.49,3,6.78
12.16,381.88,3,4.1
10.28,27.63,1,1.26
43.86,342.41,1,6.05
40.02,219.66,5,5.52
35.53,115.77,5,4.94
43.25,229.6,0,7.26
21.67,142.86,3,5.03
29.09,44.78,3,6.28
41.5,382.1,0,7.24
11.92,43.01,1,1.64
25.99,174.89,1,3.4
34.31,107.79,5,4.65
32.57,236.61,1,4.25
39.27,299.45,1,4.84
34.81,257.62,1,4.44
39.81,114.08,5,5.25
48.09,136.44,3,8.77
34.82,365.25,3,6.85
45.47,72.64,3,7.94
10.01,256.8,0,0.85
42.12,219.65,5,5.37
45.94,293.62,5,5.56
39.97,306.02,1,5.1
46.74,369.42,1,6.57
43.75,100.5,0,7.18
8.68,301.7,0,0.94
29.83,285.51,5,3.89
17.22,266.23,5,2.78
24.45,49.94,5,3.0
37.96,168.69,3,6.97
36.72,380.53,3,6.87
21.65,209.73,5,3.01
43.34,337.53,1,5.73
10.66,31.19,1,1.37
17.28,253.1,3,4.11
29.33,157.6,3,6.1
30.71,286.11,5,4.38
44.81,281.59,3,7.97
35.34,348.92,3,6.82
44.78,162.91,5,5.52
46.77,374.92,3,8.61
35.14,382.14,3,6.75
46.8,109.23,5,5.37
25.09,166.45,1,3.17
18.3,193.17,5,2.54
28.13,194.96,1,3.58
37.97,193.06,3,6.92
37.11,352.53,5,4.93
24.17,157.82,1,2.92
16.66,78.39,3,3.84
22.81,145.06,1,2.89
21.15,293.64,3,5.07
12.18,234.8,0,1.26
42.85,374.8,0,7.37
25.57,295.01,5,3.55
38.96,285.44,3,7.05
36.01,36.84,5,4.62
23.89,155.19,1,3.14
35.11,186.36,5,4.6
15.31,380.31,3,4.18
36.81,268.31,3,7.04
13.64,59.14,1,1.69
27.75,191.4,1,3.63
46.24,311.64,5,5.62
27.11,174.25,3,6.13
10.06,249.5,5,2.33
13.16,114.11,5,2.1
31.82,242.8,0,6.0
34.49,179.49,3,6.63
32.07,372.91,5,4.49
23.59,63.91,3,5.31
47.18,340.75,5,5.68
27.69,25.7,3,6.06
31.65,227.98,1,4.13
16.34,270.31,3,4.13
47.48,169.16,3,8.31
17.0,213.68,5,2.59
32.02,125.43,3,6.44
42.94,72.89,5,5.29
25.59,149.81,3,5.8
43.72,30.95,3,7.23
26.09,338.43,3,5.89
19.26,243.76,5,2.75
19.7,115.98,1,2.33
38.87,191.41,5,5.13
20.53,180.56,5,2.61
33.87,248.8,1,4.42
21.56,213.02,3,4.99
49.67,363.63,3,9.6
15.04,72.27,1,2.17
12.18,45.45,1,1.63
18.98,109.23,1,2.28
17.22,41.07,3,3.98
14.22,64.58,1,1.98
25.1,225.01,3,5.44
47.08,342.44,5,5.74
24.21,310.09,5,3.41
37.93,186.58,5,4.98
10.16,100.9,0,0.82
10.96,230.02,5,2.25
49.51,68.32,3,9.36
29.29,227.6,0,5.85
6.88,200.7,0,0.64
31.01,221.97,1,4.04
37.35,281.44,1,4.64
48.84,150.34,5,5.42
44.45,184.12,3,7.42
47.52,393.78,3,8.87
21.71,115.05,5,2.87
49.31,367.83,3,9.36
13.8,60.64,1,1.77
45.04,353.48,1,6.33
15.06,333.6,0,1.33
35.95,64.21,5,4.68
38.65,293.63,1,4.95
44.18,177.24,3,7.58
45.08,320.71,3,7.76
28.21,246.36,5,3.81
35.13,260.62,1,4.68
11.04,34.75,1,1.45
24.4,372.99,3,5.51
32.49,112.6,0,6.41
33.67,374.51,5,4.57
37.81,247.48,3,6.7
42.7,288.96,3,7.56
49.57,207.3,0,7.82
36.98,281.41,3,6.84
34.69,269.38,5,4.68
29.21,56.05,5,3.82
20.31,34.89,5,2.65
13.01,144.02,3,3.68
23.51,113.06,3,5.31
35.73,29.17,3,6.55
48.34,384.43,1,7.01
15.34,75.09,1,1.84
28.73,355.67,3,6.28
39.06,394.62,3,6.93
19.3,172.27,3,4.52
24.99,125.3,3,5.46
22.79,30.1,0,3.17
42.8,332.47,1,5.59
12.52,48.64,1,1.58
33.71,346.73,3,6.98
35.27,261.93,1,4.44
45.13,245.19,3,7.91
12.63,28.5,0,1.31
47.42,331.67,5,5.53
23.83,199.87,3,5.25
32.19,233.04,1,4.41
40.09,255.94,3,6.89
41.46,319.9,1,5.39
44.85,26.12,3,7.48
14.17,393.26,3,4.17
45.33,148.81,3,7.89
40.42,300.63,3,7.26
10.44,134.55,5,2.08
43.97,154.46,3,7.52
20.57,124.05,1,2.61
12.96,52.76,1,1.78
38.8,278.99,3,7.12
3.83,300.2,0,0.26
32.47,328.57,5,4.4
27.33,187.46,1,3.63
24.59,74.6,0,3.99
29.05,44.69,3,6.3
13.36,40.29,5,2.12
43.61,393.76,3,7.62
35.45,317.44,5,4.81
11.74,264.08,5,2.33
14.8,377.67,5,2.53
17.08,51.46,5,2.38
22.37,140.93,1,2.9
47.6,236.88,5,5.46
15.98,45.79,3,3.7
33.93,249.36,1,4.39
27.13,70.56,3,5.8
30.23,214.66,1,4.04
18.58,386.8,0,1.84
14.81,69.54,3,3.81
14.92,71.15,1,1.89
27.55,272.1,5,3.81
46.38,259.25,5,5.53
28.85,201.71,1,3.89
13.3,55.95,1,1.8
42.81,58.02,3,7.1
10.29,41.23,3,3.78
37.56,119.57,3,6.86
32.05,380.15,3,6.76
19.36,81.57,3,4.36
11.78,202.08,5,2.28
46.59,396.93,3,8.23
28.35,310.69,3,6.14
28.97,352.71,5,4.05
42.92,236.44,3,7.29
19.26,73.7,0,1.76
41.01,166.82,3,7.22
16.14,314.35,3,4.16
13.58,58.58,1,2.07
29.99,358.0,0,6.18
30.49,379.1,5,4.46
27.46,125.7,0,5.04
29.82,395.67,3,6.4
17.36,382.2,0,1.68
13.76,71.73,3,3.58
39.37,281.6,0,6.77
33.12,139.5,0,6.45
47.05,258.6,0,7.54
13.83,158.9,0,1.47
14.1,28.45,5,2.08
44.42,195.85,3,7.43
28.25,254.78,3,6.15
40.38,116.31,5,5.23
41.76,322.71,1,5.4
17.96,226.79,3,4.42
34.19,371.1,0,6.55
28.87,336.15,5,4.02
44.37,260.0,0,7.37
18.62,94.82,3,4.23
44.56,398.76,5,5.77
30.79,219.91,1,4.18
37.97,287.26,1,4.92
12.11,280.8,0,1.04
35.45,263.62,1,4.44
49.88,222.99,3,9.48
39.29,399.78,5,5.49
47.3,311.3,0,7.59
43.93,84.04,3,7.53
15.52,324.36,5,2.61
17.14,91.97,1,2.16
13.44,217.03,5,2.34
27.06,347.9,0,4.92
25.11,95.8,0,3.91
38.81,224.22,3,6.75
19.14,318.36,3,4.56
45.8,360.61,1,6.58
6.48,224.8,0,0.5
10.92,141.89,5,2.07
41.24,317.83,1,5.23
21.35,189.05,5,2.79
27.49,373.6,0,5.04
47.84,295.38,3,8.67
17.83,370.7,0,1.63
48.95,149.2,0,7.93
29.25,205.47,1,3.91
39.99,274.0,0,7.05
26.01,175.08,1,3.5
26.41,132.3,0,4.74
39.74,257.36,3,7.22
12.94,213.5,5,2.18
40.94,83.57,3,6.95
47.37,140.3,0,7.84
16.95,52.44,3,3.77
16.96,185.05,3,3.95
17.22,92.72,1,2.35
22.65,216.88,5,3.07
27.33,83.22,5,3.57
27.25,221.65,5,3.84
17.66,354.05,5,2.7
20.4,158.47,3,4.63
48.78,211.85,5,5.63
42.96,333.97,1,5.84
22.47,141.87,1,3.0
29.89,211.47,1,3.88
18.68,398.23,3,4.64
16.02,224.26,5,2.46
39.29,173.55,3,6.74
36.29,194.62,5,4.9
14.92,53.75,3,3.76
38.71,294.2,1,4.9
30.77,196.4,0,5.89
15.03,218.79,3,3.95
27.11,96.51,5,3.47
39.56,113.16,3,6.92
18.96,166.1,5,2.57
31.51,395.69,3,6.56
34.37,169.81,3,6.77
16.21,158.7,0,1.69
22.83,158.25,3,5.09
49.92,389.08,3,9.9
44.08,214.8,5,5.59
19.08,66.7,5,2.47
42.98,334.15,1,5.86
14.79,371.96,3,4.16
21.39,262.1,0,2.58
41.38,319.15,1,5.19
26.62,250.53,3,5.84
46.78,369.8,1,6.69
12.06,44.32,1,1.55
17.76,109.1,0,1.69
30.98,310.26,3,6.56
13.56,376.27,5,2.51
44.24,284.89,3,7.59
10.98,386.2,0,1.13
37.17,253.65,3,6.82
20.3,388.01,3,4.66
17.92,99.29,1,2.1
42.16,325.13,5,5.75
14.46,208.9,0,1.5
17.5,73.65,3,3.9
43.96,57.53,3,7.35
20.53,123.67,1,2.42
16.92,89.91,1,2.02
40.04,306.58,1,4.95
38.69,78.8,0,6.83
32.33,312.87,3,6.85
14.87,305.54,3,3.78
39.07,297.57,1,5.17
36.89,277.13,1,4.78
33.59,336.4,0,6.39
11.96,278.25,3,3.97
32.25,179.81,3,6.55
2.6,263.4,0,0.45
24.25,201.84,5,3.22
15.43,191.97,3,3.71
42.46,235.86,5,5.58
11.81,26.1,0,1.25
34.05,250.49,1,4.42
29.96,366.2,0,5.95
14.81,303.9,0,1.48
7.18,289.0,0,0.75
48.92,337.1,0,8.05
23.75,153.22,3,5.17
38.53,292.51,1,5.06
27.95,361.13,5,3.95
46.56,388.18,5,5.84
21.4,218.69,3,4.99
23.56,225.0,0,3.58
11.04,99.56,3,3.87
39.97,272.56,3,7.19
15.04,344.18,5,2.8
49.08,300.87,5,5.56
42.22,355.03,5,5.59
21.31,246.22,5,2.9
44.92,352.35,1,6.25
20.51,357.64,3,5.01
40.4,391.64,3,7.09
27.79,294.7,0,5.18
22.84,195.8,0,3.0
47.54,246.38,5,5.49
32.37,124.6,5,4.29
40.06,34.62,5,5.16
16.18,160.8,0,1.5
25.53,110.97,5,3.27
35.77,266.62,1,4.47
15.66,67.28,3,3.82
15.23,323.25,3,4.09
16.16,323.19,5,2.69
10.21,353.5,3,3.99
16.34,89.99,5,2.35
30.42,182.2,0,6.09
45.64,94.56,3,7.95
42.6,88.3,3,7.17
10.18,290.53,5,2.29
43.58,90.07,5,5.44
12.73,186.0,0,1.41
31.21,223.85,1,4.2
29.46,27.39,3,6.02
40.22,329.87,5,5.46
22.51,163.34,5,2.96
22.83,145.78,5,3.2
40.28,308.83,1,4.88
21.29,392.0,0,2.66
37.59,247.36,5,5.32
23.99,156.13,1,3.08
21.37,364.06,5,2.9
26.87,183.14,1,3.57
47.64,352.5,5,5.83
43.52,125.6,0,7.37
21.79,81.96,5,2.74
28.07,194.4,1,3.84
41.41,386.54,3,7.42
31.05,222.35,1,4.15
45.37,264.2,0,7.51
42.57,262.95,3,7.18
42.74,331.9,1,5.59
40.22,281.3,0,7.15
22.13,102.38,5,2.81
16.19,236.95,3,3.88
12.17,223.81,3,3.75
36.59,211.82,5,5.02
39.75,285.8,5,5.31
48.74,388.18,1,7.21
45.96,52.03,5,5.24
13.21,128.81,3,3.69
36.8,314.81,3,7.09
37.45,282.38,1,4.61
2.5,165.4,0,0.13
34.49,254.61,1,4.43
22.0,184.42,3,4.8
21.17,129.68,1,2.71
19.64,195.45,5,2.54
22.99,211.92,5,3.19
46.35,103.2,0,7.6
40.58,244.3,3,7.17
38.31,290.45,1,4.92
37.44,61.6,0,6.64
16.36,84.65,1,2.13
40.55,74.9,0,7.06
18.31,211.2,0,1.89
32.21,330.94,5,4.46
33.13,241.86,1,4.24
33.53,29.87,3,6.41
30.66,360.02,3,6.55
1.05,370.3,0,0.14
17.82,179.73,5,2.62
36.29,271.5,1,4.63
37.26,269.06,3,6.75
20.23,64.04,3,4.55
24.19,158.0,1,3.3
30.11,370.47,3,6.64
7.95,346.6,0,0.98
38.34,386.9,0,6.64
30.89,98.1,0,6.05
32.45,348.3,5,4.6
38.47,291.95,1,4.76
7.7,169.0,0,0.9
20.92,366.56,3,5.05
28.71,45.99,3,6.02
28.43,277.77,3,6.35
38.65,367.25,3,7.15
23.75,153.88,1,3.02
31.85,258.75,3,6.52
28.15,195.15,1,3.8
18.11,297.22,3,4.3
15.32,65.96,3,3.65
38.45,291.76,1,4.81
21.76,103.32,3,4.67
14.53,149.6,0,1.52
32.54,156.3,0,6.19
25.73,90.83,3,5.6
19.28,112.04,1,2.41
31.52,208.7,0,6.12
14.68,68.9,1,2.13
10.7,328.15,5,2.19
38.41,305.59,3,6.86
11.88,42.63,1,1.57
16.08,182.79,3,3.92
18.76,289.84,5,2.58
13.82,60.83,1,1.91
36.01,90.59,3,6.65
17.76,97.79,1,2.35
19.19,52.05,3,4.16
24.53,77.41,5,3.18
46.76,151.85,5,5.45
36.05,253.31,3,6.79
23.05,147.31,1,2.93
49.26,393.06,1,7.37
46.15,201.09,3,7.92
19.56,388.49,5,3.22
15.36,159.81,5,2.36
34.14,74.2,0,6.57
28.86,291.3,0,5.44
35.13,304.88,3,6.88
17.36,98.42,5,2.46
37.54,203.9,0,6.72
43.26,120.67,3,7.22
49.78,397.94,1,7.38
1.3,170.7,0,0.01
25.87,173.76,1,3.25
15.48,146.5,0,1.47
21.27,216.95,3,4.68
17.23,355.51,3,4.4
18.51,287.2,0,1.79
30.09,388.0,0,6.0
17.38,323.3,0,1.91
26.09,184.05,5,3.45
31.83,229.66,1,4.18
42.36,273.19,5,5.45
29.85,127.05,5,3.9
44.7,350.29,1,6.25
49.53,25.29,3,9.09
43.73,243.59,3,7.53
25.77,172.82,1,3.36
23.98,275.84,3,5.46
36.14,372.05,3,6.8
43.74,343.65,3,7.49
14.18,85.3,5,2.63
13.16,270.44,3,3.77
48.35,30.8,0,7.99
25.11,180.58,3,5.6
28.35,197.02,1,3.77
31.65,181.59,5,4.2
31.89,298.6,0,6.04
24.15,328.7,5,3.58
49.6,340.73,5,5.72
14.76,267.05,5,2.42
44.7,74.02,5,5.41
23.45,151.06,1,2.98
20.87,276.89,5,3.07
27.05,103.71,5,3.47
28.47,198.15,1,3.7
49.72,161.75,3,9.35
24.77,189.68,5,3.5
20.81,126.3,1,2.7
20.43,167.83,5,2.8
42.44,329.09,1,5.47
15.96,258.58,5,2.63
23.39,185.7,0,3.29
3.85,244.5,0,0.24
39.47,176.55,5,5.32
26.11,176.01,1,3.39
27.24,42.7,0,4.79
7.58,264.4,0,0.92
6.13,229.5,0,0.47
34.35,320.19,3,6.77
21.29,130.8,1,2.81
17.91,275.01,3,4.27
46.35,128.01,3,8.06
